titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
Así está la movilidad en Bogotá con marchas de maestros y de rappitenderos,web,No especificada,https://www.valoraanalitik.com/marchas-conozca-como-esta-movilidad-en-bogota-este-28-de-marzo/,False,False,True,,,['ADE'],"Mejoras en las condiciones laborales, financiación de la educación pública, salud del magisterio y reubicación de docentes provisionales.",,"No se reporta suspensión de clases programadas, sino una marcha de maestros en busca de mejores condiciones laborales.","El 28 de marzo, maestros marcharon en Bogotá exigiendo mejores condiciones laborales, pero no hubo suspensión de clases.","28, marzo, 2023",marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Planetario', 'Parque de la 93', 'Carrera Séptima con Calle 35']}",Este martes se reporta por cuenta de Movilidad Bogotá en Twitter caos en algunas zonas de la capital debido a las marchas.,paro maestros,2025-10-24 01:58:01,"media, Caracol"
"¿Va a viajar a Lima, Perú?, estos son los planes que puede hacer",web,No especificada,https://www.valoraanalitik.com/va-a-viajar-lima-peru-estos-planes-puede-hacer/,False,False,False,,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia no trata sobre un paro docente, sino sobre turismo en Lima, Perú.",,,"{'pais': 'Perú', 'ciudad': 'Lima', 'localidades': []}","La ciudad de Lima, en Perú, recibió casi 2 millones de turistas durante el 2022. Este destino ofrece a los viajeros diferentes planes.",suspensión de clases 2023,2025-10-24 01:58:16,media
Avanzan marchas de Fecode contra reforma a la educación,web,No especificada,https://www.valoraanalitik.com/avanzan-marchas-de-fecode-contra-reforma-a-la-educacion/,False,False,True,,,['FECODE'],Revisión de artículos de la reforma educativa y oposición a la privatización de la educación.,,"La noticia describe una manifestación organizada por Fecode, pero no menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","Fecode organiza marchas en Bogotá contra la reforma educativa, solicitando la revisión de varios artículos del proyecto de ley que consideran perjudiciales.",,manifestación,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",Fecode propone que la reforma a la educación pueda ser modificada para bienestar de los maestros del sector público.,FECODE 2023,2025-10-24 01:58:42,media
"Ricardo Roa sí se reunió con Fecode en campaña Petro, pero niega haber recibido dineros",web,No especificada,https://www.valoraanalitik.com/ricardo-roa-si-se-reunio-con-fecode-en-campana-petro-pero-niega-haber-recibido-dineros/,False,False,False,,,['FECODE'],"No se presentan demandas de paro, sino un debate sobre financiamiento político.",500000000.0,"No se menciona ninguna suspensión de clases, sino una reunión y discusión sobre aportes de Fecode a la campaña de Gustavo Petro.","Ricardo Roa, presidente de Ecopetrol, responde a cuestionamientos sobre aportes de Fecode a la campaña de Gustavo Petro, negando la recepción de dichos fondos.",,reunión,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Ricardo Roa respondió por los cuestionamientos a la campaña de Petro, incluyendo un supuesto aporte de dineros de Fecode por $500 millones.",FECODE 2023,2025-10-24 01:58:42,"media, El Tiempo"
Aumentos salariales para el magisterio y otros acuerdos entre el Gobierno y Fecode,web,No especificada,https://www.valoraanalitik.com/acuerdos-entre-el-gobierno-y-fecode-incluyen-aumentos-salariales/,False,False,False,,,['FECODE'],"Nivelación salarial, bonificación pedagógica y proceso de ascenso y reubicación salarial.",,"No se menciona la suspensión de clases, sino acuerdos alcanzados entre el Gobierno y Fecode, lo que indica que no hubo un paro docente.","El Gobierno y Fecode llegaron a acuerdos sobre salarios y bonificaciones para los docentes, sin que se haya realizado un paro docente.",,Acuerdo entre Gobierno y sindicato,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Los acuerdos entre el Gobierno y Fecode, el sindicato de profesores públicos, se conocieron el viernes 2 de junio. Estos son los detalles.",FECODE 2023,2025-10-24 01:58:42,media
Puntos de encuentro de Fecode para las marchas de este 28 de febrero en Bogotá,web,No especificada,https://www.valoraanalitik.com/fecode-conozca-los-puntos-de-encuentro-para-las-movilizaciones-de-hoy-28-febrero/,True,True,True,,1.0,['FECODE'],"Aumento de salarios, mejoras en la educación e infraestructura, y protección a la labor docente.",,Se considera un paro docente porque algunos colegios públicos suspendieron clases el 28 de febrero para permitir que los docentes participaran en las marchas convocadas por Fecode.,"El 28 de febrero, Fecode convocó a marchas en Colombia para exigir derechos laborales, lo que llevó a la suspensión de clases en algunos colegios.",28-02-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Avenida Jiménez', 'Carrera Séptima', 'Gobernación de Cundinamarca']}",Este martes 28 de febrero los profesores de Colombia fueron convocados por Fecode para marchar por sus derechos laborales.,FECODE 2023,2025-10-24 01:58:42,media
Fecode anuncia marchas en toda Colombia para este 28 de febrero,web,No especificada,https://www.valoraanalitik.com/marchas-en-colombia-fecode-28-febrero-maestros-anuncian-movilizacion-pliego/,False,False,True,,,['FECODE'],"Falta de docentes, deficiencias en infraestructura, demoras en el PAE, falta de presupuesto y mala conectividad de internet.",,"No se menciona la suspensión de clases, sino que se anuncian marchas en diversas ciudades, lo que indica que no se trata de un paro docente verdadero.","Fecode anuncia marchas en Colombia para el 28 de febrero, buscando que el gobierno cumpla con sus acuerdos y presentando un pliego de peticiones.",28 de febrero de 2023,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",Fecode se alista para salir nuevamente a las calles de las principales ciudades de Colombia. Las movilizaciones serán el 28 de febrero.,FECODE 2023,2025-10-24 01:58:42,media
Estos profesores públicos tendrán sueldo de casi $6 millones: Salario puede aumentar,web,No especificada,https://www.valoraanalitik.com/estos-profesores-publicos-tendran-sueldo-de-casi-6-millones-salario-puede-aumentar/,False,False,False,,,['FECODE'],"Revisión de condiciones laborales, sobrecarga administrativa, deficiencias en infraestructura escolar y desigualdades salariales.",,"No se menciona ninguna suspensión de clases, sino que se habla de la situación salarial de los docentes y las demandas de FECODE.","La noticia aborda la situación salarial de los docentes en Colombia y las demandas de FECODE sobre condiciones laborales, sin mencionar un paro docente.",,"No es un paro, sino una manifestación de demandas laborales.","{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","El salario de los profesores puede variar dependiendo de diversos factores. Sin embargo, hay algunos que pueden alcanzar sueldos altos.",FECODE 2023,2025-10-24 01:58:42,media
"Huelgas contra reformas de Emmanuel Macron en Francia provocan caos en transporte, escuelas y hospitales",web,No especificada,https://www.valoraanalitik.com/huelgas-contra-reformas-de-emmanuel-macron-en-francia-provocan-caos-en-transporte-escuelas-y-hospitales/,True,True,False,,2.0,[],Los sindicatos están en huelga contra las reformas de pensiones del presidente Emmanuel Macron.,,"La noticia menciona que las escuelas están cerradas debido a la huelga de los docentes, lo que implica una suspensión de clases programadas.",Francia enfrenta caos en el transporte y cierre de escuelas debido a una huelga de docentes y otros trabajadores en protesta contra las reformas de pensiones de Macron.,"16, marzo, 2023",huelga,"{'pais': 'Francia', 'ciudad': 'París', 'localidades': []}","Francia se enfrenta hoy a un segundo día de caos en el transporte, escuelas cerradas y hospitales sin personal suficiente, luego de que los sindicatos anunciaron que no cesarán en su huelga contra las reformas de las pensiones del presidente Emmanuel Macron hasta que éste dé marcha atrás. Gran parte del territorio francés quedó paralizado el jueves cuando los trabajadores del transporte se declararon en huelga, junto a los profesores, médicos, policías, bomberos y funcionarios del Estado, con el humo y los gases lacrimógenos extendiéndose por las calles de París ante el recrudecimiento de algunas protestas, lo que dio",huelga de profesores,2025-10-24 01:58:59,"media, Reuters"
¿Qué viene para Ecuador tras la aplicación de la muerte cruzada?,web,No especificada,https://www.valoraanalitik.com/que-viene-para-ecuador-tras-la-aplicacion-de-la-muerte-cruzada/,False,False,False,,,[],No se especifican demandas educativas ni se menciona un paro docente.,,"La noticia no menciona un paro docente, sino que se refiere a la situación política en Ecuador y posibles movilizaciones del movimiento indígena, sin que se haya confirmado la suspensión de clases.","La noticia aborda la crisis política en Ecuador tras la aplicación de la muerte cruzada por el presidente Guillermo Lasso, sin mencionar protestas docentes específicas.",,protestas potenciales del movimiento indígena,"{'pais': 'Ecuador', 'ciudad': None, 'localidades': []}",El presidente Guillermo Lasso activó un mecanismo para salvarse -y condenarse a su vez- de la destitución política. Conozca qué viene.,protesta docente 2023,2025-10-24 01:59:15,media
¿Qué viene para Chile tras el avance de la oposición?,web,No especificada,https://www.valoraanalitik.com/que-viene-para-chile-tras-el-avance-de-la-oposicion/,False,False,False,,,[],,,"La noticia no menciona un paro docente ni la suspensión de clases, sino que se enfoca en elecciones y resultados políticos en Chile.","La noticia analiza los resultados de las elecciones constituyentes en Chile, donde la oposición obtuvo una victoria significativa, lo que podría cambiar el panorama político del país.",,elecciones,"{'pais': 'Chile', 'ciudad': None, 'localidades': []}","El domingo, la oposición chilena se hizo con la victoria en las elecciones constituyentes. Conozca cuáles pueden ser los escenarios futuros.",protesta docente 2023,2025-10-24 01:59:16,media
El Consejo Constitucional de Francia avaló aumentar la edad pensional en polémica reforma de Emmanuel Macron,web,No especificada,https://www.valoraanalitik.com/el-consejo-constitucional-de-francia-avalo-aumentar-la-edad-pensional-en-polemica-reforma/,False,False,False,,10.0,['CFDT'],Oposición al aumento de la edad para la cotización de pensiones de 62 a 64 años.,,"No se menciona la suspensión de clases programadas, sino que se habla de manifestaciones y protestas en general.","Las centrales obreras en Francia han estado en manifestaciones contra la reforma pensional que aumenta la edad de jubilación, acumulando más de 10 días de protestas.",,manifestaciones,"{'pais': 'Francia', 'ciudad': None, 'localidades': []}","En un dictamen clave para el futuro inmediato de Francia, el Consejo Constitucional de ese país avaló varios puntos clave de la polémica reforma pensional de Emmanuel Macron, entre esos, aumentar la edad para la cotización.",protesta docente 2023,2025-10-24 01:59:16,media
"Nueva marcha de maestros durante el 28 y 29 de marzo en Bogotá, entérese de puntos de encuentro y motivos",web,No especificada,https://www.valoraanalitik.com/nueva-marcha-de-maestros-el-28-y-29-de-marzo-en-bogota-vea-puntos-de-encuentro/,True,True,True,,2.0,"['ADE', 'FECODE']","Exigen mejores oportunidades laborales, financiación de la educación pública, salud del magisterio y reubicación de docentes provisionales.",23000000000.0,"El paro docente se considera verdadero porque se suspendieron las clases programadas durante 48 horas, afectando a los estudiantes de colegios públicos.",Los maestros de Bogotá realizan un paro de 48 horas para protestar por la falta de atención a sus demandas laborales y la gestión del presupuesto educativo.,28-03-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Calle 26b #5-93', 'Av. Carrera 30']}",Una nueva marcha iniciará hoy por parte del gremio de maestros en Bogotá para mostrar rechazo a la Alcaldía de Claudia López.,protesta docente 2023,2025-10-24 01:59:16,RCN Radio
Inflación y proceso constituyente pasan factura a Gabriel Boric en su primer año de gobierno,web,No especificada,https://www.valoraanalitik.com/inflacion-y-proceso-constituyente-pasan-factura-a-gabriel-boric-en-su-primer-ano-de-gobierno/,False,False,False,,,[],,,"No se menciona ninguna suspensión de clases programadas, solo se habla de la situación política y económica en Chile.","La noticia analiza el primer año del presidente Gabriel Boric en Chile, marcado por desafíos económicos y políticos, sin mencionar protestas docentes.",,,"{'pais': 'Chile', 'ciudad': None, 'localidades': None}",Gabriel Boric busca ahora recomponer el camino y hallar nuevamente puntos de encuentro en una sociedad chilena dividida.,protesta docente 2023,2025-10-24 01:59:16,media
Atención: Este será el nuevo paro nacional que vivirá Colombia el próximo 30 de octubre,web,Hace 1 día,https://360radio.com.co/medellin/atencion-este-sera-el-nuevo-paro-nacional-que-vivira-colombia-el-proximo-30-de-octubre/&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIBxAC&usg=AOvVaw1IgS6oSQtCOLQRWMln6q4v,False,False,False,,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia no reporta un paro docente, sino información variada sobre política y economía en Colombia.",,,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}","Fecode anunció un paro nacional de 24 horas para el próximo 30 de octubre, con movilizaciones en todo el país.",paro docente Colombia 2023,2025-10-24 02:00:03,media
"Fecode anunció paro nacional de maestros: habrá concentraciones en plazas públicas y vías principales de Bogotá, Medellín y otras ciudades",web,Hace 2 días,https://www.infobae.com/colombia/2025/10/21/fecode-anuncia-paro-nacional-con-concentraciones-en-plazas-publicas-y-vias-principales-de-bogota-medellin-y-otras-ciudades/&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIAhAC&usg=AOvVaw0ydPeb07A3M0e2ORZPAJtP,True,True,True,,1.0,['FECODE'],Mejoras en la prestación de salud para docentes y recursos para el sector educativo.,,"El paro nacional convocado por Fecode incluye la suspensión de clases programadas, lo que lo clasifica como un paro docente verdadero.","Fecode ha convocado un paro nacional de 24 horas para el 30 de octubre, exigiendo mejoras en salud y recursos educativos, con movilizaciones en varias ciudades.","30, octubre, 2025",paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","La interrupción de clases el 30 de octubre responde a la exigencia de mejores condiciones laborales y protección para los docentes, quienes denuncian...",paro docente Colombia 2023,2025-10-24 02:00:03,Infobae
Anuncian nuevo paro nacional en Colombia: la movilidad se vería impactada por convocatoria de maestros,web,Hace 3 semanas,https://redmas.com.co/colombia/Anuncian-nuevo-paro-nacional-en-Colombia-la-movilidad-se-veria-impactada-por-convocatoria-de-maestros-20251002-0032.html&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIChAC&usg=AOvVaw31PJL_Gje8-QjpvsLeVQJZ,False,False,False,,,['Magisterio'],Inconformidades de los docentes,,"La noticia menciona una manifestación de docentes, pero no se indica que haya suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","Docentes y miembros del Magisterio realizarán una manifestación de 24 horas para expresar sus inconformidades, sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","Docentes y miembros del Magisterio saldrán a las calles a manifestar sus inconformidades durante 24 horas, según la gran convocatoria del Paro Nacional...",paro docente Colombia 2023,2025-10-24 02:00:03,media
El secretario de Educación afirmó que el salario docente “ha ido avanzando” desde diciembre de 2023,web,Hace 4 semanas,https://www.infobae.com/politica/2025/09/27/el-secretario-de-educacion-afirmo-que-el-salario-docente-ha-ido-avanzando-desde-diciembre-de-2023/&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIBBAC&usg=AOvVaw1yyBRHOTqB2JC3K7TntF1y,True,True,False,,,['CTERA'],"Reclamos por la pérdida de poder adquisitivo, falta de convocatoria a la Paritaria Nacional Docente y rechazo a la reforma jubilatoria.",,"El paro nacional docente anunciado por CTERA implica la suspensión de clases programadas a partir del 6 de octubre, lo que cumple con la definición de un paro docente verdadero.",Las organizaciones gremiales de docentes anunciaron un paro nacional a partir del 6 de octubre debido a la crisis educativa y la pérdida de poder adquisitivo.,06-10-2025,paro nacional docente,"{'pais': 'Argentina', 'ciudad': None, 'localidades': None}",Carlos Torrendell consideró que los sueldos de los maestros tuvieron una “recuperación” cercana a la inflación. El gremio CTERA anunció un paro nacional...,paro docente Colombia 2023,2025-10-24 02:00:03,Infobae
El Eje Cafetero se levanta: maestros anuncian marchas y bloqueos por salud y educación este 3 de septiembre,web,Hace 1 mes,https://www.pulzo.com/nacion/paro-regional-por-la-salud-y-vida-en-el-eje-cafetero-marchas-y-bloqueos-de-maestros-en-2025-PP4761205A&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIARAC&usg=AOvVaw0XS5NALIacoP5AFkDuutEi,False,False,False,,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia no reporta un paro docente, sino que se enfoca en otros temas sin relación a la educación o protestas de docentes.",,,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}","Maestros del Eje Cafetero anuncian paro regional por salud y educación desde el 3 de septiembre de 2025, con marchas y bloqueos en Manizales y Pereira.",paro docente Colombia 2023,2025-10-24 02:00:03,media
"Paro de docentes de Eje Cafetero durará 72 horas: marchas en Pereira, Armenia y Manizales, tomas en municipios y plantón en Bogotá por fallas en salud",web,Hace 1 mes,https://www.eltiempo.com/colombia/otras-ciudades/paro-de-docentes-de-eje-cafetero-durara-72-horas-marchas-en-pereira-armenia-y-manizales-tomas-en-municipios-y-planton-en-bogota-por-fallas-en-salud-3487062&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIBRAC&usg=AOvVaw0GY0SJOYLZiS_v906hhSWH,True,True,True,,3.0,[],Fallas en el sistema de salud del magisterio y exigencia de soluciones.,,"El paro docente se considera verdadero porque se menciona un cese de actividades programadas durante tres días, lo que implica la suspensión de clases.","Docentes del Eje Cafetero realizarán un paro de 72 horas debido a problemas en el sistema de salud, con actividades programadas en varias ciudades.",03-09-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Pereira, Armenia, Manizales, Bogotá', 'localidades': []}","El cese de actividades será el 3, 4 y 5 de septiembre. Sindicatos denuncian graves fallas en el sistema de salud del magisterio y exigen soluciones.",paro docente Colombia 2023,2025-10-24 02:00:03,media
"Maestros de nuevo se van a paro, impactará en tres regiones, vea las razones y fechas",web,Hace 1 mes,https://www.lapatria.com/educacion/maestros-de-nuevo-se-van-paro-impactara-en-tres-regiones-vea-las-razones-y-fechas&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIAxAC&usg=AOvVaw0U_oz7CeLBSPZ0FfRA0Gx3,True,True,False,,,[],Demandas relacionadas con la salud y la vida de los docentes.,,"El paro se considera verdadero porque se menciona que impactará en tres regiones, lo que implica la suspensión de clases programadas.","Los maestros se preparan para un paro regional que afectará a tres regiones, con el objetivo de reivindicar temas de salud y vida.","22, mes no especificado, año no especificado",paro docente,"Colombia, tres regiones no especificadas","En esta ocasión, los sindicatos de maestros se unirán para el que llaman Paro Regional por la salud y por la vida, de acuerdo con lo aprobado el viernes 22...",paro docente Colombia 2023,2025-10-24 02:00:03,media
"Paro docente y no docente. Universitarios necesitan un 46% de aumento, pero el Gobierno anunció 7,5% y en cuotas",web,Hace 2 meses,https://www.laizquierdadiario.cl/Universitarios-necesitan-un-46-de-aumento-pero-el-Gobierno-anuncio-7-5-y-en-cuotas&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQICRAC&usg=AOvVaw2VuBniGWYpLvq8mjih1AgD,False,False,False,,,['AGD Económicas'],"Los universitarios demandan un aumento del 46% en sus salarios, mientras que el Gobierno solo ofrece un 7,5% en cuotas.",,"La noticia menciona un paro de trabajadores universitarios, pero no se especifica que haya habido suspensión de clases programadas, lo que indica que no se trata de un paro docente verdadero.","Los trabajadores universitarios están en paro exigiendo un aumento salarial significativo, pero el Gobierno ha propuesto un incremento mucho menor.",,paro de trabajadores universitarios,"{'pais': 'Argentina', 'ciudad': 'Buenos Aires'}","En una importante semana de paro de trabajadores universitarios, un informe elaborado por el gremio docente AGD Económicas de la UBA alertó que para...",paro docente Colombia 2023,2025-10-24 02:00:03,media
