titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
Trabajadores del sector educación protestarán en Bogotá: denuncian promesas incumplidas de gobierno Petro,Valora Analitik,No especificada,https://www.valoraanalitik.com/trabajadores-del-sector-educacion-protestaran-en-bogota-denuncian-promesas-incumplidas-de-gobierno-petro/,False,False,True,True,,['Sintrenal'],"Demandas por incumplimientos laborales, deudas laborales y condiciones de trabajo de los docentes.",,"La movilización anunciada es una marcha para protestar por promesas incumplidas, pero no se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","El sindicato Sintrenal convocó una marcha en Bogotá para exigir al gobierno el cumplimiento de compromisos laborales, sin suspensión de clases.",08-09-2025,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá'}",De no prosperar con esta marcha declararán paro nacional indefinido con el cierre de miles de instituciones educativas públicas del país.,paro docentes,2025-10-24 14:22:33,media
Los puntos clave de la ley que rediseñará el mapa de competencias entre Nación y territorios,Valora Analitik,No especificada,https://www.valoraanalitik.com/los-puntos-clave-de-la-ley-que-redisenara-el-mapa-de-competencias-entre-nacion-y-territorios/,False,False,False,True,,[],,,"La noticia no menciona un paro docente con suspensión de clases, sino que se refiere a la discusión de una ley y la participación de gobernadores en mesas de trabajo.","La noticia aborda la creación de una nueva ley de competencias para implementar la reforma del Sistema General de Participaciones en Colombia, sin mencionar protestas o paros docentes.",,discusión legislativa,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",Los gobernadores de Colombia hicieron entrega de sus propuestas para incluir en la ley de competencias de la SGP.,paro docentes,2025-10-24 14:22:33,"media, Valora Analitik"
"Con exposición fotográfica, Aris Mining destaca la riqueza de Marmato, en Caldas",Valora Analitik,No especificada,https://www.valoraanalitik.com/aris-mining-y-exposicion-de-marmato-caldas/,False,False,False,True,,[],,,"No se menciona ninguna suspensión de clases programadas, sino una exposición fotográfica que involucra a docentes y líderes sociales.","Se inauguró una exposición fotográfica en Marmato que destaca la cultura y tradiciones de la comunidad, con la participación de docentes y líderes sociales.",,exposición fotográfica,"{'pais': 'Colombia', 'ciudad': 'Marmato', 'localidad': None}","Mediante la exposición fotográfica ‘Marmato: riqueza más allá del oro’, Aris Mining desea mostrar la actividad y tradición del municipio.",paro docentes,2025-10-24 14:22:33,media
G8+ de Medellín presenta resultados de investigaciones en Antioquia,Valora Analitik,No especificada,https://www.valoraanalitik.com/g8-de-medellin-presenta-resultados-de-investigaciones/,False,False,False,True,,[],,1400000000.0,"La noticia no menciona ninguna suspensión de clases, sino que se enfoca en la presentación de resultados de investigaciones por parte de un grupo de universidades.","El G8+ de Medellín presentó resultados de investigaciones en diversas áreas, destacando la colaboración entre universidades para abordar problemáticas sociales.",,presentación de resultados de investigaciones,"{'pais': 'Colombia', 'ciudad': 'Medellín', 'localidades': []}","El G8+, un grupo de universidades de Medellín, presentó resultados de investigaciones para impactar la ciudad.",paro docentes,2025-10-24 14:22:33,media
Adjudican a Enlaza 6 proyectos de obras por impuestos de Colombia en 2023,Valora Analitik,No especificada,https://www.valoraanalitik.com/adjudican-a-enlaza-6-proyectos-de-obras-por-impuestos-de-colombia-en-2023/,False,False,False,True,,[],,,"No se menciona ninguna suspensión de clases programadas, sino que se habla de proyectos de infraestructura educativa y mejoras en instituciones.","La noticia detalla la adjudicación de proyectos de 'Obras por Impuestos' en Colombia, enfocados en mejorar la infraestructura educativa y el acceso a energía y tecnología en zonas rurales.",,proyectos de infraestructura educativa,"{'pais': 'Colombia', 'ciudad': None, 'localidades': ['La Guajira', 'Cesar', 'Santander']}","6 proyectos de Obras por Impuestos adjudicó a Enlaza, del GEB, la Agencia de Renovación del Territorio por más de $21.000 millones en Colombia",paro docentes,2025-10-24 14:22:34,media
¿Cuántos paros de maestros ha habido en 2023 y cómo impactan a la educación en Colombia?,Valora Analitik,No especificada,https://www.valoraanalitik.com/estos-son-los-paros-de-maestros-que-se-han-desarrollado-en-2023/,True,True,True,True,1.0,"['FECODE', 'ADE', 'CUT']","Rechazo al bono escolar propuesto, incumplimiento de acuerdos, mala prestación del sistema de salud y barreras de acceso a la educación.",,"El paro del 30 de agosto de 2023 implica la suspensión de clases programadas en colegios públicos, lo que cumple con la definición de un paro docente verdadero.","El 30 de agosto de 2023, Fecode convocó un paro de 24 horas en Colombia, afectando a estudiantes de colegios públicos, para protestar contra un proyecto de bono escolar y otras demandas del sector educativo.",30-08-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Tras el nuevo anuncio de un paro de maestros este 30 de agosto de 2023 en Colombia afectando a estudiantes, se generó polémica.",paro maestros,2025-10-24 14:22:51,media (Blu Radio)
Paro nacional de maestros este 30 de agosto: ¿Por qué marchan 24 horas?,Valora Analitik,No especificada,https://www.valoraanalitik.com/paro-de-maestros-este-30-de-agosto-descubra-razones/,True,True,True,True,1.0,['FECODE'],"Los maestros protestan por la mala prestación del servicio de salud, barreras de acceso a mejores oportunidades laborales, incumplimientos de pactos gubernamentales y el rechazo a un bono escolar que consideran privatizador.",,El paro se considera verdadero porque se menciona que habrá una suspensión de clases programadas durante 24 horas a nivel nacional.,"El 30 de agosto, FECODE convocará un paro nacional de 24 horas por diversas demandas relacionadas con la educación y la salud, incluyendo el rechazo a un bono escolar propuesto por el gobierno.",30-08-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Calle 72 #10-03']}","Para este 30 de agosto se vivirá una nueva jornada de paro nacional, el cual será por 24 horas, promovido por Fecode.",paro maestros,2025-10-24 14:22:51,media
¿Paro de maestros? Fecode anuncia movilizaciones para este 30 de agosto,Valora Analitik,No especificada,https://www.valoraanalitik.com/fecode-anuncia-movilizaciones-para-este-30-de-agosto/,True,True,True,True,1.0,['FECODE'],"Protestas por malas condiciones de acceso al sistema de salud, incumplimientos, y proyectos de ley que afectan la educación pública.",,"El anuncio de Fecode menciona un paro nacional del magisterio de 24 horas, lo que implica la suspensión de clases programadas.","Fecode anuncia un paro nacional de 24 horas para el 30 de agosto, protestando por condiciones de salud y proyectos de ley que afectan la educación.",30-08-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Fecode, indicó que habrá una nueva movilización de protestas el próximo miércoles 30 de agosto en todo el territorio nacional.",paro maestros,2025-10-24 14:22:51,media
Reforma por decreto: Gobierno lanza nuevo modelo de salud y enfrenta reparos del gremio médico,Valora Analitik,No especificada,https://www.valoraanalitik.com/reforma-por-decreto-gobierno-lanza-nuevo-modelo-de-salud-y-enfrenta-reparos-del-gremio-medico/,False,False,False,True,,[],Críticas al decreto de salud que afecta el sistema de salud y la gestión de las EPS.,,"No se menciona la suspensión de clases programadas, sino críticas al decreto de salud. Por lo tanto, no se considera un paro docente.","El gobierno lanza un nuevo modelo de salud mediante un decreto, generando críticas de diversos sectores, pero no se reporta un paro docente.",,críticas al decreto de salud,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",Decreto que anticipa reforma a la salud despierta críticas por posible extralimitación.,paro maestros,2025-10-24 14:22:51,media
ABC del paro que realizará Fecode en Bogotá contra el gobierno Petro,Valora Analitik,No especificada,https://www.valoraanalitik.com/paro-de-fecode-contra-gobierno-petro-en-bogota/,False,False,True,True,,['FECODE'],"Revisión de la reforma a la educación en el Senado, específicamente en cinco artículos que afectan a los maestros y estudiantes.",,"El texto menciona una 'toma de Bogotá' y movilizaciones, pero no se indica que haya habido suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","Fecode convoca a una movilización en Bogotá para exigir cambios en la reforma educativa, pero no se suspenderán clases.",17-06-2023,toma de Bogotá,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Colegio Manuela Beltrán', 'Universidad Nacional', 'Colegio Enrique Olaya Herrera', 'Frente al Sena']}","El próximo lunes, 17 de junio, Fecode hará un paro que promete tomarse Bogotá, ya que pide modificaciones en la reforma a la educación.",paro maestros,2025-10-24 14:22:52,media
"Marcha de maestros continuó este 29 de marzo, vea el balance de movilidad en Bogotá",Valora Analitik,No especificada,https://www.valoraanalitik.com/marcha-de-maestros-continuo-este-miercoles-29-conozca-como-esta-movilidad/,True,True,True,True,1.0,['ADE'],Mejoras en las condiciones laborales y negociación con la Alcaldía de Bogotá.,,"La noticia menciona un cese de actividades por parte de los maestros, lo que implica la suspensión de clases programadas para poder participar en la marcha.","Los maestros de Bogotá realizaron una marcha el 29 de marzo exigiendo mejores condiciones laborales, lo que resultó en la suspensión de clases.",29-03-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Super Cade de la 30 con 26', 'Secretaría de Educación', 'Centro Comercial Gran Estación']}",Desde ayer los maestros de Bogotá hicieron una marcha para exigir mejores condiciones laborales a Claudia López y este 29 de marzo siguen.,paro maestros,2025-10-24 14:22:52,media
Así está la movilidad en Bogotá con marchas de maestros y de rappitenderos,Valora Analitik,No especificada,https://www.valoraanalitik.com/marchas-conozca-como-esta-movilidad-en-bogota-este-28-de-marzo/,False,False,True,True,,['ADE'],"Mejoras en las condiciones laborales, financiación de la educación pública, salud del magisterio y reubicación de docentes provisionales.",,"No se reporta suspensión de clases programadas, sino una marcha de maestros en busca de mejores condiciones laborales.","El 28 de marzo, maestros marcharon en Bogotá para exigir mejores condiciones laborales, sin que se suspendieran las clases.",28-03-2023,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Planetario', 'Parque de la 93', 'Carrera Séptima con Calle 35']}",Este martes se reporta por cuenta de Movilidad Bogotá en Twitter caos en algunas zonas de la capital debido a las marchas.,paro maestros,2025-10-24 14:22:52,"media, Caracol"
"¿Va a viajar a Lima, Perú?, estos son los planes que puede hacer",Valora Analitik,No especificada,https://www.valoraanalitik.com/va-a-viajar-lima-peru-estos-planes-puede-hacer/,False,False,False,False,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia no trata sobre un paro docente, sino sobre turismo en Lima, Perú.",,,"{'pais': 'Perú', 'ciudad': 'Lima'}","La ciudad de Lima, en Perú, recibió casi 2 millones de turistas durante el 2022. Este destino ofrece a los viajeros diferentes planes.",suspensión de clases 2023,2025-10-24 14:23:11,media
Avanzan marchas de Fecode contra reforma a la educación,Valora Analitik,No especificada,https://www.valoraanalitik.com/avanzan-marchas-de-fecode-contra-reforma-a-la-educacion/,False,False,True,True,,['FECODE'],Revisión de artículos de la reforma educativa y oposición a la privatización de la educación.,,"No se menciona la suspensión de clases programadas, sino que se trata de marchas y manifestaciones de docentes.","Fecode organiza marchas en Bogotá en oposición a la reforma educativa, sin suspensión de clases.",17-06-2024,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",Fecode propone que la reforma a la educación pueda ser modificada para bienestar de los maestros del sector público.,FECODE 2023,2025-10-24 14:23:42,media
"Ricardo Roa sí se reunió con Fecode en campaña Petro, pero niega haber recibido dineros",Valora Analitik,No especificada,https://www.valoraanalitik.com/ricardo-roa-si-se-reunio-con-fecode-en-campana-petro-pero-niega-haber-recibido-dineros/,False,False,False,False,,['FECODE'],"No se presentan demandas ni razones de un paro, solo se discuten aportes económicos.",500000000.0,"No se menciona ninguna suspensión de clases, sino una reunión y declaraciones sobre aportes de Fecode a la campaña de Gustavo Petro.","Ricardo Roa, presidente de Ecopetrol, responde sobre supuestos aportes de Fecode a la campaña de Gustavo Petro, negando haber recibido dinero y aclarando la legalidad de tales donaciones.",,declaraciones y reunión,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Ricardo Roa respondió por los cuestionamientos a la campaña de Petro, incluyendo un supuesto aporte de dineros de Fecode por $500 millones.",FECODE 2023,2025-10-24 14:23:43,"media, El Tiempo"
Aumentos salariales para el magisterio y otros acuerdos entre el Gobierno y Fecode,Valora Analitik,No especificada,https://www.valoraanalitik.com/acuerdos-entre-el-gobierno-y-fecode-incluyen-aumentos-salariales/,False,False,False,True,,['FECODE'],"Nivelación salarial, bonificación pedagógica y proceso de ascenso y reubicación salarial.",,"No se menciona la suspensión de clases, sino que se habla de acuerdos alcanzados entre el Gobierno y Fecode, lo que indica que no hubo un paro docente.","El Gobierno y Fecode llegaron a acuerdos sobre salarios y bonificaciones para los docentes, pero no se reporta un paro docente.",,Acuerdo entre Gobierno y sindicato,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Los acuerdos entre el Gobierno y Fecode, el sindicato de profesores públicos, se conocieron el viernes 2 de junio. Estos son los detalles.",FECODE 2023,2025-10-24 14:23:43,media
Puntos de encuentro de Fecode para las marchas de este 28 de febrero en Bogotá,Valora Analitik,No especificada,https://www.valoraanalitik.com/fecode-conozca-los-puntos-de-encuentro-para-las-movilizaciones-de-hoy-28-febrero/,True,True,True,True,1.0,['FECODE'],"Aumento de salarios, mejoras en la educación e infraestructura, y protección a la labor docente.",,Se considera un paro docente porque algunos colegios públicos suspendieron clases el 28 de febrero para permitir que los docentes participaran en las marchas convocadas por Fecode.,"El 28 de febrero, Fecode convocó a marchas en Colombia por derechos laborales, lo que llevó a la suspensión de clases en algunos colegios públicos.",28-02-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Avenida Jiménez', 'Carrera Séptima', 'Gobernación de Cundinamarca']}",Este martes 28 de febrero los profesores de Colombia fueron convocados por Fecode para marchar por sus derechos laborales.,FECODE 2023,2025-10-24 14:23:43,media
Fecode anuncia marchas en toda Colombia para este 28 de febrero,Valora Analitik,No especificada,https://www.valoraanalitik.com/marchas-en-colombia-fecode-28-febrero-maestros-anuncian-movilizacion-pliego/,False,False,True,True,,['FECODE'],"Falta de docentes, deficiencias en infraestructura, demoras en el PAE, falta de presupuesto y mala conectividad de internet.",,"No se menciona la suspensión de clases programadas, sino que se anuncian marchas y movilizaciones, lo que indica que no se trata de un paro docente verdadero.","Fecode anuncia marchas en varias ciudades de Colombia para el 28 de febrero, buscando que el gobierno cumpla con sus acuerdos y presentando un pliego de peticiones.",28-02-2023,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",Fecode se alista para salir nuevamente a las calles de las principales ciudades de Colombia. Las movilizaciones serán el 28 de febrero.,FECODE 2023,2025-10-24 14:23:43,media
Estos profesores públicos tendrán sueldo de casi $6 millones: Salario puede aumentar,Valora Analitik,No especificada,https://www.valoraanalitik.com/estos-profesores-publicos-tendran-sueldo-de-casi-6-millones-salario-puede-aumentar/,False,False,False,True,,['FECODE'],"Revisión de condiciones laborales, sobrecarga administrativa y desigualdades en infraestructura escolar.",,"No se menciona ninguna suspensión de clases, sino que se habla de la situación salarial y las condiciones laborales de los docentes.","La FECODE destaca la necesidad de mejorar las condiciones laborales de los docentes en Colombia, a pesar de los altos salarios en algunos casos.",,análisis de situación laboral,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","El salario de los profesores puede variar dependiendo de diversos factores. Sin embargo, hay algunos que pueden alcanzar sueldos altos.",FECODE 2023,2025-10-24 14:23:43,media
"Huelgas contra reformas de Emmanuel Macron en Francia provocan caos en transporte, escuelas y hospitales",Valora Analitik,No especificada,https://www.valoraanalitik.com/huelgas-contra-reformas-de-emmanuel-macron-en-francia-provocan-caos-en-transporte-escuelas-y-hospitales/,True,True,False,False,2.0,[],Los sindicatos protestan contra las reformas de pensiones del presidente Emmanuel Macron.,,"La noticia menciona que las escuelas están cerradas debido a la huelga de los docentes, lo que implica una suspensión de clases programadas.","Francia enfrenta caos por huelgas que han cerrado escuelas y paralizado el transporte, en protesta contra reformas de pensiones. Los sindicatos han decidido continuar la huelga hasta que se reviertan las reformas.","16, marzo, 2023",huelga,"{'pais': 'Francia', 'ciudad': 'París'}","Francia se enfrenta hoy a un segundo día de caos en el transporte, escuelas cerradas y hospitales sin personal suficiente, luego de que los sindicatos anunciaron que no cesarán en su huelga contra las reformas de las pensiones del presidente Emmanuel Macron hasta que éste dé marcha atrás. Gran parte del territorio francés quedó paralizado el jueves cuando los trabajadores del transporte se declararon en huelga, junto a los profesores, médicos, policías, bomberos y funcionarios del Estado, con el humo y los gases lacrimógenos extendiéndose por las calles de París ante el recrudecimiento de algunas protestas, lo que dio",huelga de profesores,2025-10-24 14:23:59,Reuters
Se cae reforma a la educación del gobierno Petro en el Congreso por falta de tiempos,Valora Analitik,No especificada,https://www.valoraanalitik.com/se-cae-reforma-a-la-educacion-del-gobierno-petro-en-el-congreso-por-falta-de-tiempos/,False,False,False,True,,['FECODE'],"Oposición a la reforma educativa del gobierno, que consideran regresiva y catastrófica.",,"No se menciona la suspensión de clases programadas, sino que se habla de marchas y protestas de los docentes en oposición a la reforma educativa.","La reforma a la educación del gobierno Petro fue hundida en el Congreso por falta de consenso, mientras los docentes de FECODE protestan en contra de los cambios propuestos.",,marchas,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",La situación se complicó cuando la bancada de Gobierno no acogió al acuerdo logrado en la Comisión Primera del Senado.,huelga de profesores,2025-10-24 14:23:59,media
Reforma a la educación: ¿Tambalea otra de las iniciativas del gobierno Petro?,Valora Analitik,No especificada,https://www.valoraanalitik.com/reforma-a-la-educacion-tambalea-otra-de-las-iniciativas-del-gobierno-petro/,False,False,False,True,,['FECODE'],"Oposición a la reforma educativa del gobierno, que consideran regresiva y catastrófica.",,"La noticia menciona una huelga de maestros, pero no se indica que haya habido suspensión de clases. Por lo tanto, no se considera un paro docente verdadero.","Los maestros de Colombia, agrupados en FECODE, están en huelga en oposición a la reforma educativa del gobierno de Gustavo Petro, que consideran perjudicial.",,huelga,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",Es clave mencionar que el lunes es el plazo final para que la plenaria del Senado apruebe la iniciativa.,huelga de profesores,2025-10-24 14:24:00,media
¿Qué viene para Ecuador tras la aplicación de la muerte cruzada?,Valora Analitik,No especificada,https://www.valoraanalitik.com/que-viene-para-ecuador-tras-la-aplicacion-de-la-muerte-cruzada/,False,False,False,False,,[],Se mencionan posibles movilizaciones en respuesta a reformas económicas y laborales del gobierno.,,"La noticia no menciona un paro docente con suspensión de clases, sino que se refiere a movilizaciones y protestas potenciales del movimiento indígena en respuesta a decisiones del gobierno.","La noticia aborda la situación política en Ecuador tras la aplicación de la muerte cruzada por el presidente Guillermo Lasso, y menciona la posibilidad de movilizaciones por parte del movimiento indígena.",,protestas potenciales,"{'pais': 'Ecuador', 'ciudad': None, 'localidades': None}",El presidente Guillermo Lasso activó un mecanismo para salvarse -y condenarse a su vez- de la destitución política. Conozca qué viene.,protesta docente 2023,2025-10-24 14:24:17,media
¿Qué viene para Chile tras el avance de la oposición?,Valora Analitik,No especificada,https://www.valoraanalitik.com/que-viene-para-chile-tras-el-avance-de-la-oposicion/,False,False,False,False,,[],[],,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia se centra en los resultados de las elecciones constituyentes en Chile, donde la oposición obtuvo una victoria significativa, pero no se menciona ninguna movilización docente.",,,"{'pais': 'Chile', 'ciudad': None, 'localidades': None}","El domingo, la oposición chilena se hizo con la victoria en las elecciones constituyentes. Conozca cuáles pueden ser los escenarios futuros.",protesta docente 2023,2025-10-24 14:24:17,media
El Consejo Constitucional de Francia avaló aumentar la edad pensional en polémica reforma de Emmanuel Macron,Valora Analitik,No especificada,https://www.valoraanalitik.com/el-consejo-constitucional-de-francia-avalo-aumentar-la-edad-pensional-en-polemica-reforma/,False,False,False,False,10.0,['CFDT'],Rechazo a la reforma pensional que aumenta la edad de cotización.,,"No se menciona la suspensión de clases programadas, sino que se habla de manifestaciones y protestas en general.","Las centrales obreras en Francia han estado en manifestaciones contra la reforma pensional que aumenta la edad de cotización, acumulando más de 10 días de protestas.",,manifestación,"{'pais': 'Francia', 'ciudad': None, 'localidades': []}","En un dictamen clave para el futuro inmediato de Francia, el Consejo Constitucional de ese país avaló varios puntos clave de la polémica reforma pensional de Emmanuel Macron, entre esos, aumentar la edad para la cotización.",protesta docente 2023,2025-10-24 14:24:17,media
"Nueva marcha de maestros durante el 28 y 29 de marzo en Bogotá, entérese de puntos de encuentro y motivos",Valora Analitik,No especificada,https://www.valoraanalitik.com/nueva-marcha-de-maestros-el-28-y-29-de-marzo-en-bogota-vea-puntos-de-encuentro/,True,True,True,True,2.0,"['ADE', 'FECODE']","Exigen mejores oportunidades laborales, financiación de la educación pública, salud del magisterio y reubicación de docentes provisionales.",23000000000.0,"Se considera un paro docente verdadero porque se menciona la suspensión de clases programadas durante 48 horas, afectando a los estudiantes de colegios públicos.",Los maestros de Bogotá realizarán un paro de 48 horas los días 28 y 29 de marzo para exigir mejoras en la educación y condiciones laborales.,28-03-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Calle 26b #5-93', 'Av. Carrera 30']}",Una nueva marcha iniciará hoy por parte del gremio de maestros en Bogotá para mostrar rechazo a la Alcaldía de Claudia López.,protesta docente 2023,2025-10-24 14:24:17,RCN Radio
