titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
"Nueva marcha de maestros durante el 28 y 29 de marzo en Bogotá, entérese de puntos de encuentro y motivos",Valora Analitik,No especificada,https://www.valoraanalitik.com/nueva-marcha-de-maestros-el-28-y-29-de-marzo-en-bogota-vea-puntos-de-encuentro/,True,True,True,False,2.0,"['ADE', 'FECODE']","Exigen mejores oportunidades laborales, financiación de la educación pública, salud del magisterio y reubicación de docentes provisionales.",23000000000.0,"Se considera un paro docente verdadero porque se menciona explícitamente la suspensión de clases durante 48 horas, afectando a los estudiantes de colegios públicos.",Los maestros de Bogotá realizarán un paro de 48 horas los días 28 y 29 de marzo para exigir mejoras en la educación y condiciones laborales.,2023-03-28,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Calle 26b #5-93', 'Av. Carrera 30']}",Una nueva marcha iniciará hoy por parte del gremio de maestros en Bogotá para mostrar rechazo a la Alcaldía de Claudia López.,protesta docente 2023,2025-11-04 23:34:03,"media, RCN Radio"
"Fecode anunció paro nacional de maestros: habrá concentraciones en plazas públicas y vías principales de Bogotá, Medellín y otras ciudades",Infobae,Hace 2 semanas,https://www.infobae.com/colombia/2025/10/21/fecode-anuncia-paro-nacional-con-concentraciones-en-plazas-publicas-y-vias-principales-de-bogota-medellin-y-otras-ciudades/&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQIBBAC&usg=AOvVaw2HEMavNTADqbzrU_Ql-R5z,True,True,True,True,1.0,['FECODE'],"Mejoras en la prestación de salud para los docentes y sus beneficiarios, así como mayores recursos para el sector educativo.",,"El paro nacional de maestros anunciado por Fecode implica la suspensión de clases programadas, ya que se menciona que el paro podría afectar la prestación del servicio educativo en más de doce mil instituciones oficiales.","Fecode convocó un paro nacional de 24 horas para el 30 de octubre, exigiendo mejoras en el sistema de salud y recursos para la educación, con movilizaciones en varias ciudades del país.",2025-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","La interrupción de clases el 30 de octubre responde a la exigencia de mejores condiciones laborales y protección para los docentes, quienes denuncian...",paro docente Colombia 2023,2025-11-04 23:36:15,Infobae
Gremio sindical de maestros convoca a paro nacional en Colombia,Prensa Latina,Hace 1 mes,https://www.prensa-latina.cu/2025/10/02/gremio-sindical-de-maestros-convoca-a-paro-nacional-en-colombia/&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQIBRAC&usg=AOvVaw1e3qK5bdsY0fQEEYTIgKeu,True,True,True,True,,['FECODE'],Demandas relacionadas con mejoras en las condiciones laborales y salariales de los docentes.,,"Se trata de un paro nacional convocado por Fecode, lo que implica la suspensión de clases programadas en todo el país.","Fecode ha convocado a un paro nacional de docentes en Colombia para el 30 de octubre, buscando mejoras laborales.",2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Bogotá, 2 oct (Prensa Latina) La Junta Nacional de la Federación Colombiana de Educadores de Colombia (Fecode) convocó a un paro nacional el próximo 30 de...",paro docente Colombia 2023,2025-11-04 23:36:15,Prensa Latina
Fecode anuncia paro nacional de 24 horas el próximo 30 de octubre: estas son las principales razones de la manifestación,ELTIEMPO.COM,Hace 1 mes,https://www.eltiempo.com/vida/educacion/fecode-anuncia-paro-nacional-de-24-horas-el-proximo-30-de-octubre-estas-son-las-principales-razones-de-la-manifestacion-3496052&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQICBAC&usg=AOvVaw3yxrHiVVKHCHECyCEREB0A,True,True,True,True,1.0,['FECODE'],"Rechazo a la estigmatización, desinformación y hechos de violencia.",,"Se trata de un paro nacional de 24 horas convocado por Fecode, lo que implica la suspensión de clases programadas.","Fecode ha convocado un paro nacional de 24 horas para el 30 de octubre, en respuesta a diversas problemáticas que afectan a los docentes.",2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Hicieron un llamado a rechazar 'la estigmatización, la desinformación y los hechos de violencia'.",paro docente Colombia 2023,2025-11-04 23:36:15,FECODE
"Sorpresivo paro nacional docente: todos los estudiantes no tendrán clases por 24 horas, ¿cuándo y a quiénes afecta?",El Cronista,Hace 1 mes,https://www.cronista.com/economia-politica/sorpresivo-paro-nacional-docente-todos-los-estudiantes-no-tendran-clases-por-24-horas-cuando-y-a-quienes-afecta/%3FoutputType%3Damp-type&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQIAhAC&usg=AOvVaw1OKSimB2TNQYqq9Uv6VibT,True,True,False,True,1.0,[],Las razones del paro no se especifican en el texto proporcionado.,,"El paro se considera verdadero porque se menciona que todos los estudiantes no tendrán clases por 24 horas, lo que implica una suspensión de clases programadas.","Se anuncia un paro nacional docente que suspenderá las clases por 24 horas, afectando a todos los estudiantes.",,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro docente Colombia 2023,2025-11-04 23:36:15,media
"Paro de docentes de Eje Cafetero durará 72 horas: marchas en Pereira, Armenia y Manizales, tomas en municipios y plantón en Bogotá por fallas en salud",ELTIEMPO.COM,Hace 2 meses,https://www.eltiempo.com/colombia/otras-ciudades/paro-de-docentes-de-eje-cafetero-durara-72-horas-marchas-en-pereira-armenia-y-manizales-tomas-en-municipios-y-planton-en-bogota-por-fallas-en-salud-3487062&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQIBxAC&usg=AOvVaw3v7KgPF7Vi79AJ1vUF5-lN,True,True,True,True,3.0,[],Denuncias de graves fallas en el sistema de salud del magisterio y exigencia de soluciones.,,"Se trata de un paro docente verdadero ya que se menciona un cese de actividades programadas durante tres días, lo que implica la suspensión de clases.","Docentes del Eje Cafetero realizarán un paro de 72 horas debido a problemas en el sistema de salud, con actividades programadas en varias ciudades.",2023-09-03,paro docente,"{'pais': 'Colombia', 'ciudad': 'Pereira, Armenia, Manizales, Bogotá', 'localidades': []}","El cese de actividades será el 3, 4 y 5 de septiembre. Sindicatos denuncian graves fallas en el sistema de salud del magisterio y exigen soluciones.",paro docente Colombia 2023,2025-11-04 23:36:15,media
Docentes de Norte de Santander anuncian paro por crisis en el sistema de salud del magisterio,La Opinión Cúcuta,Hace 2 meses,https://www.laopinion.co/region/docentes-de-norte-de-santander-anuncian-paro-por-crisis-en-el-sistema-de-salud-del&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQICRAC&usg=AOvVaw3kABFyFsW0s37qu0B_CrNf,True,True,False,True,,[],Crisis en el sistema de salud del magisterio.,,"Se menciona un paro por crisis en el sistema de salud del magisterio, lo que implica la suspensión de clases programadas.","Docentes de Norte de Santander anuncian un paro debido a la crisis en el sistema de salud del magisterio, tras varias movilizaciones previas.",,paro docente,"{'pais': 'Colombia', 'ciudad': 'Norte de Santander'}",Hay que recordar que en el departamento ya se han llevado a cabo varias movilizaciones para exigir soluciones frente al mismo problema.,paro docente Colombia 2023,2025-11-04 23:36:15,media
"Maestros de nuevo se van a paro, impactará en tres regiones, vea las razones y fechas",La Patria,Hace 2 meses,https://www.lapatria.com/educacion/maestros-de-nuevo-se-van-paro-impactara-en-tres-regiones-vea-las-razones-y-fechas&ved=2ahUKEwi2iM_ml9qQAxWWlZUCHUzNMvwQxfQBegQIARAC&usg=AOvVaw2kwQYv32ggNd3x9VKAa5WA,True,True,False,True,,[],Demandas relacionadas con la salud y la vida de los docentes.,,"Se menciona un 'Paro Regional', lo que implica la suspensión de clases programadas en varias regiones.","Los maestros se preparan para un paro regional que afectará a tres regiones, centrado en demandas de salud y vida.",,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","En esta ocasión, los sindicatos de maestros se unirán para el que llaman Paro Regional por la salud y por la vida, de acuerdo con lo aprobado el viernes 22...",paro docente Colombia 2023,2025-11-04 23:36:15,media
"Fecode anunció paro nacional de maestros: habrá concentraciones en plazas públicas y vías principales de Bogotá, Medellín y otras ciudades",Infobae,Hace 2 semanas,https://www.infobae.com/colombia/2025/10/21/fecode-anuncia-paro-nacional-con-concentraciones-en-plazas-publicas-y-vias-principales-de-bogota-medellin-y-otras-ciudades/&ved=2ahUKEwjQwYvpl9qQAxViqZUCHTtmMPQQxfQBegQIChAC&usg=AOvVaw1LOn7zHIodb_wqaX633X4B,True,True,True,True,1.0,['FECODE'],"Mejoras en la prestación del servicio de salud para los docentes y sus beneficiarios, así como mayores recursos para el sector educativo.",,"El paro nacional de maestros anunciado por Fecode implica la suspensión de clases programadas, ya que se menciona que el paro podría afectar la prestación del servicio educativo en más de doce mil instituciones oficiales.","Fecode ha convocado un paro nacional de 24 horas para exigir mejoras en la salud y recursos para la educación, con movilizaciones en varias ciudades del país.",2025-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","La interrupción de clases el 30 de octubre responde a la exigencia de mejores condiciones laborales y protección para los docentes, quienes denuncian...",paro maestros Bogotá 2023,2025-11-04 23:36:19,Infobae
Fecode convoca a paro nacional de 24 horas el próximo 30 de octubre,Valora Analitik,Hace 1 mes,https://www.valoraanalitik.com/fecode-convoca-a-paro-nacional-de-24-horas-el-proximo-30-de-octubre/&ved=2ahUKEwjQwYvpl9qQAxViqZUCHTtmMPQQxfQBegQIBhAC&usg=AOvVaw0eApEsENaZPbVKJIENQTHq,True,True,False,True,1.0,['FECODE'],"Descontento general de los docentes, aunque no se especifican las demandas en el texto proporcionado.",,"Se trata de un paro nacional convocado por Fecode, lo que implica la suspensión de clases programadas durante 24 horas.",Fecode ha convocado un paro nacional de 24 horas para el 30 de octubre debido a descontentos en el sector educativo.,2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","Estas son las razones del descontento de la Federación de Trabajadores, Fecode.",paro maestros Bogotá 2023,2025-11-04 23:36:19,sindicato
"Trabajadores anuncian toma y cierre del Ministerio de Educación, posible paro afectaría 7.500 colegios",La Patria,Hace 1 mes,https://www.lapatria.com/educacion/trabajadores-anuncian-toma-y-cierre-del-ministerio-de-educacion-posible-paro-afectaria&ved=2ahUKEwjQwYvpl9qQAxViqZUCHTtmMPQQxfQBegQIBRAC&usg=AOvVaw07MUMS48Gxf6A5TVofILKi,True,True,False,True,3.0,[],Demandas relacionadas con la salud y la vida de los docentes.,,"Se menciona un paro de tres días que afectó a los colegios, lo que indica que hubo suspensión de clases programadas.","Se anuncia un nuevo paro que afectaría a 7.500 colegios, tras un paro previo de tres días en el Eje Cafetero.",,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Después del paro de tres días (septiembre 3, 4 y 5) de los profesores en el Eje Cafetero, por la salud y la vida, se anuncia uno nuevo que afectaría a miles...",paro maestros Bogotá 2023,2025-11-04 23:36:19,media
"Paro de docentes de Eje Cafetero durará 72 horas: marchas en Pereira, Armenia y Manizales, tomas en municipios y plantón en Bogotá por fallas en salud",ELTIEMPO.COM,Hace 2 meses,https://www.eltiempo.com/colombia/otras-ciudades/paro-de-docentes-de-eje-cafetero-durara-72-horas-marchas-en-pereira-armenia-y-manizales-tomas-en-municipios-y-planton-en-bogota-por-fallas-en-salud-3487062&ved=2ahUKEwjQwYvpl9qQAxViqZUCHTtmMPQQxfQBegQICBAC&usg=AOvVaw2E07-xFk5dd0pX4UuBs22Y,True,True,True,True,3.0,[],Denuncias de graves fallas en el sistema de salud del magisterio y exigencia de soluciones.,,"El paro docente se considera verdadero porque se menciona un cese de actividades programadas durante tres días, lo que implica la suspensión de clases.","Docentes del Eje Cafetero realizarán un paro de 72 horas por fallas en el sistema de salud, con actividades en varias ciudades, incluyendo marchas y plantones.",2023-09-03,paro docente,"{'pais': 'Colombia', 'ciudad': 'Pereira, Armenia, Manizales, Bogotá', 'localidades': []}","El cese de actividades será el 3, 4 y 5 de septiembre. Sindicatos denuncian graves fallas en el sistema de salud del magisterio y exigen soluciones.",paro maestros Bogotá 2023,2025-11-04 23:36:19,media
"Maestros de Fecode estarán en paro de 24 horas este jueves 30 de octubre: Salud y sobrecostos del Fomag, entre las principales razones",ELTIEMPO.COM,Hace 6 días,https://www.eltiempo.com/vida/educacion/maestros-de-fecode-estaran-en-paro-de-24-horas-este-jueves-30-de-octubre-salud-y-sobrecostsos-del-fomag-entre-las-principales-razones-3504307&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQICBAC&usg=AOvVaw2ksAkx5A773CqOhz2EuYWd,True,True,True,True,1.0,['FECODE'],Demandas relacionadas con la salud y sobrecostos del Fomag.,,"Se trata de un paro de 24 horas, lo que implica la suspensión de clases programadas.","Fecode convocó un paro de 24 horas para el 30 de octubre, centrado en problemas de salud y costos del Fomag.",2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Según Martha Alfonso, ejecutiva de Fecode, la jornada no es en contra del modelo de salud sino de la manera en que este se ha aplicado.",FECODE paro 2023,2025-11-04 23:36:23,FECODE
Fecode confirma paro nacional de 24 horas este 30 de octubre: principales causas de la movilización,El País,Hace 2 semanas,https://www.elpais.com.co/colombia/fecode-confirma-paro-nacional-de-24-horas-este-30-de-octubre-principales-causas-de-la-movilizacion-2217.html&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQIBhAC&usg=AOvVaw0xGY3Wj_VP8brIhZTrmnTG,True,True,True,True,1.0,['FECODE'],Preocupaciones de los maestros del país.,,"Se confirma un paro nacional de 24 horas, lo que implica la suspensión de clases programadas en todo el país.",Fecode ha confirmado un paro nacional de 24 horas el 30 de octubre debido a preocupaciones de los maestros.,2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Según la organización, la manifestación se dará por las principales preocupaciones que tienen los maestros del país.",FECODE paro 2023,2025-11-04 23:36:23,FECODE
"Fecode anunció paro nacional de maestros: habrá concentraciones en plazas públicas y vías principales de Bogotá, Medellín y otras ciudades",Infobae,Hace 2 semanas,https://www.infobae.com/colombia/2025/10/21/fecode-anuncia-paro-nacional-con-concentraciones-en-plazas-publicas-y-vias-principales-de-bogota-medellin-y-otras-ciudades/&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQIChAC&usg=AOvVaw11QL5TKMYnWUJ3S-sqy5Xd,True,True,True,True,1.0,['FECODE'],"Mejoras en la prestación de salud para docentes, asignación de recursos públicos para educación y defensa de leyes relacionadas con el magisterio.",,"El paro nacional de maestros anunciado por Fecode implica la suspensión de clases programadas, ya que se menciona que podría afectar la prestación del servicio educativo en más de doce mil instituciones oficiales.","Fecode convoca un paro nacional de 24 horas para exigir mejoras en salud y recursos para la educación, con movilizaciones en varias ciudades del país.",2025-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","La interrupción de clases el 30 de octubre responde a la exigencia de mejores condiciones laborales y protección para los docentes, quienes denuncian...",FECODE paro 2023,2025-11-04 23:36:23,Infobae
Fecode convoca paro nacional de maestros para el 30 de octubre por crisis en el Fomag,ADN,Hace 1 mes,https://www.diarioadn.co/noticias/fecode-convoca-paro-nacional-de-maestros-para-el-30-de-octubre-por-crisis-en-el-fomag%2Barticulo%2B70360&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQICRAC&usg=AOvVaw0lN9ckg6KNQuddWsm7rW9h,True,True,True,True,,['FECODE'],Denuncias sobrecostos en la salud del magisterio y exigencias de soluciones a la Fiduprevisora y a las IP.,,"Se trata de un paro nacional convocado por Fecode, lo que implica la suspensión de clases programadas para el 30 de octubre.",Fecode convoca un paro nacional de maestros para el 30 de octubre debido a la crisis en el Fomag y problemas de salud del magisterio.,2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",El sindicato denuncia sobrecostos en la salud del magisterio y exige soluciones a la Fiduprevisora y a las IP.,FECODE paro 2023,2025-11-04 23:36:23,sindicato
Fecode anuncia paro nacional de 24 horas el próximo 30 de octubre: estas son las principales razones de la manifestación,ELTIEMPO.COM,Hace 1 mes,https://www.eltiempo.com/vida/educacion/fecode-anuncia-paro-nacional-de-24-horas-el-proximo-30-de-octubre-estas-son-las-principales-razones-de-la-manifestacion-3496052&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQIARAC&usg=AOvVaw2-1kHXUnyAf7kQd7T1eQWZ,True,True,True,True,1.0,['FECODE'],Demandas relacionadas con mejoras en las condiciones laborales y salariales de los docentes.,,"Se trata de un paro nacional de 24 horas, lo que implica la suspensión de clases programadas en todo el país.","Fecode ha convocado un paro nacional de 24 horas para el 30 de octubre, buscando mejoras en las condiciones laborales de los docentes.",2023-10-30,paro docente,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",La Junta Nacional de la Federación Colombiana de Trabajadores de la Educación (Fecode) votó por amplia mayoría la convocatoria a un paro nacional del...,FECODE paro 2023,2025-11-04 23:36:23,sindicato
"Por culpa del paro docente de junio, hasta el 15 de julio regresarán los estudiantes de vacaciones en Boyacá",Boyacá 7 Días,Hace 15 meses,https://boyaca7dias.com.co/2024/07/05/por-culpa-del-paro-docente-de-junio-hasta-el-15-de-julio-regresaran-los-estudiantes-de-vacaciones-en-boyaca/&ved=2ahUKEwj775Xrl9qQAxXxlpUCHeyQHdIQxfQBegQIAxAC&usg=AOvVaw1ayULyXi1ymNAKHYANB4WR,True,True,False,True,,[],No se especifican las razones del paro en el texto proporcionado.,,"Se menciona un paro docente que ha llevado a la suspensión de clases programadas, lo que cumple con la definición de un paro verdadero.","El paro docente en Boyacá ha provocado que los estudiantes regresen de vacaciones hasta el 15 de julio, afectando el calendario escolar.",,paro docente,"{'pais': 'Colombia', 'ciudad': 'Boyacá'}",Por resolución se traslada la Semana de Desarrollo Institucional programada para el mes de diciembre y ahora se realizará del 8 al 14 de julio.,FECODE paro 2023,2025-11-04 23:36:23,media
"Trabajadores anuncian toma y cierre del Ministerio de Educación, posible paro afectaría 7.500 colegios",La Patria,Hace 1 mes,https://www.lapatria.com/educacion/trabajadores-anuncian-toma-y-cierre-del-ministerio-de-educacion-posible-paro-afectaria&ved=2ahUKEwiqvZztl9qQAxWZs5UCHU6UEHUQxfQBegQIBBAC&usg=AOvVaw2zQCjiAD9QLtGl8owV6iCg,True,True,False,True,3.0,[],Demandas relacionadas con la salud y la vida de los docentes.,,"Se menciona un paro de tres días que afectó a los colegios, lo que indica que hubo suspensión de clases programadas.","Se anuncia un nuevo paro que podría afectar a 7.500 colegios, tras un paro previo de tres días en el Eje Cafetero.",,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Después del paro de tres días (septiembre 3, 4 y 5) de los profesores en el Eje Cafetero, por la salud y la vida, se anuncia uno nuevo que afectaría a miles...",huelga de profesores Colombia 2023,2025-11-04 23:36:28,media
