titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
Comunicado Primera Asamblea de Padres de Familia,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/comunicado-primera-asamblea-de-padres-de-familia,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro docentes,2025-11-04 23:27:40,media
BOLETÍN SEMANAL N° 21 DEL 9 AL 14 DE JUNIO DE 2025,Red Académica,"Vie, 13/06/2025 - 10:59",https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/boletin-semanal-ndeg-21-del-9-al-14-de-junio-de-2025,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",BOLETÍN VIRREYISTA N° 21,paro docentes,2025-11-04 23:27:40,media
BOLETÍN SEMANAL N° 21 DEL 22 AL 27 DE JULIO DE 2024,Red Académica,"Jue, 25/07/2024 - 11:30",https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/boletin-semanal-ndeg-21-del-22-al-27-de-julio-de-2024,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, lo que indica que no se trata de un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro docentes,2025-11-04 23:27:40,media
COMUNICADO RECTORAL 19 DE MAYO 2022 PARA LOS PADRES DE FAMILIA Y ESTUDIANTES RUFINISTAS,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/comunicado-rectoral-19-de-mayo-2022-para-los-padres-de-familia-y-estudiantes-rufinistas,False,False,False,False,,[],,,"No se menciona la suspensión de clases, por lo que no se considera un paro docente verdadero.","El comunicado rectoral del 19 de mayo de 2022 se dirige a padres de familia y estudiantes, pero no menciona un paro o suspensión de clases.",,comunicado,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}",,paro docentes,2025-11-04 23:27:40,sindicato
CRONOGRAMA 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/cronograma-2023,False,False,True,False,,[],,,"No se menciona ninguna suspensión de clases programadas, sino que se habla de actividades y reuniones dentro de la comunidad educativa.","La rectoría informa sobre actividades programadas para la comunidad educativa, incluyendo una reunión de MPC, sin mencionar paros o suspensiones de clases.",,reunión,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,paro docentes,2025-11-04 23:27:40,media
Caja de Herramientas SIMONU,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/caja-de-herramientas-simonu,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Cátedras Itinerantes un espacio para el diálogo y la reflexión con enfoque STEM.,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/catedras-itinerantes-un-espacio-para-el-dialogo-y-la-reflexion-con-enfoque-stem,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a movilizaciones sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Historia del Premio,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/historia-del-premio,False,False,False,False,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","El texto no aborda ninguna protesta, paro o movilización docente, sino que se centra en la figura de Gabriel García Márquez.",,,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
NOVEDADES PARO JUNIO 13 Y 14,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/novedades-paro-junio-13-y-14-0,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.",La noticia no proporciona información sobre un paro docente ni sobre la suspensión de clases.,,,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Red de Maestros presente en eventos internacionales de STEM,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/red-de-maestros-presente-en-eventos-internacionales-de-stem,False,False,True,True,,['Red de Maestros'],[],,"No se menciona ninguna suspensión de clases, sino la participación de docentes en eventos internacionales.",La Red de Maestros STEM+ Transforma está consolidando su colectivo de docentes en colegios públicos de la ciudad a través de eventos internacionales.,,evento internacional,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Red de Maestros STEM+ Transforma - Cierre 2022,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/red-de-maestros-stem-transforma-cierre-2022,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Maestros STEM consolidan sus apuestas pedagógicas en Bogotá,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/maestros-stem-consolidan-sus-apuestas-pedagogicas-en-bogota,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Cierre del período de acompañamiento de los maestros en formación de la Universidad Pedagógica Nacional,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/cierre-del-periodo-de-acompanamiento-de-los-maestros-en-formacion-de-la-universidad-pedagogica,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, lo que indica que no se trata de un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Celebración día del profesor,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/celebracion-dia-del-profesor,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Tercera cátedra  Red de Maestros STEM + Transforma,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/tercera-catedra-red-de-maestros-stem-transforma,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,paro maestros,2025-11-04 23:27:47,media
Mapa de Experiencias e Ideas Transformadoras,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/mapa-de-experiencias-e-ideas-transformadoras,False,False,False,False,,[],,,"No se menciona la suspensión de clases, por lo que no se considera un paro docente verdadero.",El texto no proporciona información sobre un paro docente ni menciona protestas o movilizaciones específicas.,,,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
Ganadores 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/ganadores-2023,False,False,True,True,,[],[],,"No se menciona ninguna suspensión de clases, solo se habla de eventos y concursos educativos.","La noticia informa sobre eventos educativos en Bogotá, como las Olimpiadas STEM y el concurso 'Bogotá en 100 palabras', sin mencionar protestas o paros docentes.",,,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
CONVOCATORIAS 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/convocatorias-2023,False,False,True,True,,[],[],,"No se menciona la suspensión de clases programadas, sino actividades y eventos educativos programados para la semana.","La comunicación detalla actividades educativas programadas en una institución de Bogotá, sin mencionar paros o protestas docentes.",,comunicado institucional,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,comunicado institucional
REPORTES FINANCIEROS AÑO 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/reportes-financieros-ano-2023,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no proporciona información sobre un paro docente, sino que se enfoca en otros aspectos relacionados con la educación.",,,,,suspensión de clases 2023,2025-11-04 23:27:55,media
Finalización y Matrícula,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/finalizacion-y-matricula-0,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, lo que indica que no se trata de un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
Comunicado a la Comunidad Educativa - Reapertura,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/comunicado-la-comunidad-educativa-reapertura,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
INGRESO AL COLEGIO,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/ingreso-al-colegio,False,False,True,True,,[],[],,"No se menciona la suspensión de clases programadas, sino que se habla de actividades y reuniones dentro del calendario escolar.","El comunicado rectoral detalla actividades y reuniones programadas para la semana en el colegio, sin mencionar un paro docente.",,comunicado institucional,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidad': None}",,suspensión de clases 2023,2025-11-04 23:27:55,comunicado institucional
LISTAS DE UTILES ESCOLARES 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/listas-de-utiles-escolares-2023,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
Ganadores 2022,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/ganadores-2022,False,False,False,False,,[],[],,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","El texto no aborda ninguna protesta o paro docente, sino que se centra en eventos educativos.",,,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
CIRCULAR INFORMATIVA CIERRE AÑO ESCOLAR 2023 JORNADA MAÑANA,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/circular-informativa-cierre-ano-escolar-2023-jornada-manana,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia se refiere a una circular informativa sobre el cierre del año escolar 2023, sin mencionar protestas o paros.",,circular informativa,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,suspensión de clases 2023,2025-11-04 23:27:55,media
BOLETÍN SEMANAL N° 01,Red Académica,"Lun, 26/02/2024 - 07:59",https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/boletin-semanal-ndeg-01,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,cese de actividades escolares 2023,2025-11-04 23:28:04,media
Donatón 2023 “Compartiendo con alegría”  MMC,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/donaton-2023-compartiendo-con-alegria-mmc,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,cese de actividades escolares 2023,2025-11-04 23:28:04,media
LA ESCUELA: UN RECURSO VITAL EN NUESTRA EXISTENCIA,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/la-escuela-un-recurso-vital-en-nuestra-existencia,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
"🎨✨ ¡Bogotá Brilló en el IED Rafael Delgado Salguero! La Fiesta ""Vida en Escena"" Inicia las Vacaciones 🎉🎭",Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/bogota-brillo-en-el-ied-rafael-delgado-salguero-la-fiesta-vida-en-escena-inicia-las-vacaciones,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
"CONTACTA A PROFESORES, DIRECTIVOS Y FUNCIONARIOS DEL COLEGIO",Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/contacta-profesores-directivos-y-funcionarios-del-colegio,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.",El texto no proporciona información sobre un paro docente ni sobre protestas específicas.,,,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
HORARIO DE ATENCIÓN A PADRES,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/horario-de-atencion-padres-3,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
CURSO DE INGLES SABADO IED NUEVA ZELANDIA,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/curso-de-ingles-sabado-ied-nueva-zelandia,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,{},,huelga de profesores,2025-11-04 23:28:17,media
"El francés, una nueva puerta al mundo en el Colegio Gran Yomasa",Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/el-frances-una-nueva-puerta-al-mundo-en-el-colegio-gran-yomasa,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
El Colegio La Toscana-Lisboa realiza actos de postulación a los cargos de personería y contraloría estudiantil para el año 2025,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/el-colegio-la-toscana-lisboa-realiza-actos-de-postulacion-los-cargos-de-personeria-y-contraloria,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, lo que indica que no se trata de un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
CONMEMORACION,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/conmemoracion,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino que se refiere a actividades de movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
Semana por la Paz - 2023,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/semana-por-la-paz-2023-0,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","El texto no proporciona información sobre un paro docente, sino que parece ser un boletín institucional relacionado con un foro por la paz.",,foro,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
Así celebramos el Cumpleaños #4 del Semillero de Medios RadioAnduinos,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/asi-celebramos-el-cumpleanos-4-del-semillero-de-medios-radioanduinos,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
Notitoñito,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/notitonito,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no reporta un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,huelga de profesores,2025-11-04 23:28:17,media
Exploro sobre maestros y profesores que dejan huella,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/exploro-sobre-maestros-y-profesores-que-dejan-huella,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.",El texto no proporciona información sobre un paro docente ni menciona protestas o movilizaciones específicas.,,,,,huelga de profesores,2025-11-04 23:28:17,media
Vivez le français en France !,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/plandistritaldebilinguismo/vivez-le-francais-en-france,False,False,False,False,,[],[],,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","La noticia no detalla un paro docente, sino una movilización sin suspensión de clases.",,manifestación,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",,protesta docente 2023,2025-11-04 23:28:26,media
Actividades Instucionales dela semana del 8 al 12 de abril,Red Académica,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/actividades-instucionales-dela-semana-del-8-al-12-de-abril,False,False,False,False,,[],,,"No se menciona la suspensión de clases programadas, por lo que no se considera un paro docente verdadero.","El texto no proporciona información sobre un paro docente, sino que menciona actividades institucionales programadas.",,,,,protesta docente 2023,2025-11-04 23:28:26,media
