fuente,titulo,descripcion,fecha_publicacion,url,periodo_busqueda,fecha_extraccion
Red Académica,Así celebramos el Cumpleaños #4 del Semillero de Medios RadioAnduinos,,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/asi-celebramos-el-cumpleanos-4-del-semillero-de-medios-radioanduinos,huelga de profesores,2025-11-04 23:28:17
Red Académica,Notitoñito,,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/notitonito,huelga de profesores,2025-11-04 23:28:17
Red Académica,Exploro sobre maestros y profesores que dejan huella,,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/exploro-sobre-maestros-y-profesores-que-dejan-huella,huelga de profesores,2025-11-04 23:28:17
Red Académica,Vivez le français en France !,,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/plandistritaldebilinguismo/vivez-le-francais-en-france,protesta docente 2023,2025-11-04 23:28:26
Red Académica,Actividades Instucionales dela semana del 8 al 12 de abril,,No especificada,https://www.redacademica.edu.co/resultados-busqueda?search_api_fulltext=/actividades-instucionales-dela-semana-del-8-al-12-de-abril,protesta docente 2023,2025-11-04 23:28:26
El Tiempo,Esta es la identidad del hombre estadounidense que murió en extrañas circunstancias al salir de un hotel en exclusivo sector de Medellín,Medellín11:19 PM,11:19 PM,https://www.eltiempo.com/buscar/colombia/medellin/esta-es-la-identidad-del-hombre-estadounidense-que-murio-en-extranas-circunstancias-al-salir-de-un-hotel-en-exclusivo-sector-de-medellin-3506048,paro docentes,2025-11-04 23:29:15
El Tiempo,'Peace and respect for international law are objectives of the utmost importance': Foreign Minister Rosa Villavicencio on the CELAC-EU Summit,Internacional11:18 PM,11:18 PM,https://www.eltiempo.com/buscar/mundo/peace-and-respect-for-international-law-are-objectives-of-the-utmost-importance-foreign-minister-rosa-villavicencio-on-the-celac-eu-summit-3506050,paro docentes,2025-11-04 23:29:15
El Tiempo,"Escándalo en Miss Universe 2025 por denuncia de la representante de México, Fátima Bosch: 'No tengo miedo de alzar mi voz'",Gente11:17 PM,11:17 PM,https://www.eltiempo.com/buscar/cultura/gente/nuevo-escandalo-en-miss-universe-2025-por-denuncia-de-la-representante-de-mexico-fatima-bosch-no-tengo-miedo-de-alzar-mi-voz-3506052,paro docentes,2025-11-04 23:29:15
El Tiempo,EL TIEMPO arrives in Santa Marta to provide special coverage of the CELAC-EU summit to be held on November 9 and 10,Latinoamérica11:16 PM,11:16 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/el-tiempo-arrives-in-santa-marta-to-provide-special-coverage-of-the-celac-eu-summit-to-be-held-on-november-9-and-10-3506051,paro docentes,2025-11-04 23:29:15
El Tiempo,"Lotería de la Cruz Roja, resultados del martes 4 de noviembre: números ganadores del premio mayor",Finanzas Personales11:16 PM,11:16 PM,https://www.eltiempo.com/buscar/economia/finanzas-personales/loteria-de-la-cruz-roja-resultados-del-martes-4-de-noviembre-numeros-ganadores-del-premio-mayor-3506032,paro docentes,2025-11-04 23:29:15
El Tiempo,"Lotería del Huila, resultados del martes 4 de noviembre: estos son los números ganadores del premio mayor",Finanzas Personales11:13 PM,11:13 PM,https://www.eltiempo.com/buscar/economia/finanzas-personales/loteria-del-huila-resultados-del-martes-4-de-noviembre-estos-son-los-numeros-ganadores-del-premio-mayor-3506031,paro docentes,2025-11-04 23:29:15
El Tiempo,EL TIEMPO llega a Santa Marta para realizar un cubrimiento especial de la cumbre Celac-UE que se hará el 9 y 10 de noviembre,Latinoamérica11:10 PM,11:10 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/el-tiempo-llega-a-santa-marta-para-realizar-un-cubrimiento-especial-de-la-cumbre-celac-ue-el-9-y-10-de-noviembre-3506036,paro docentes,2025-11-04 23:29:15
El Tiempo,Calle 80 de Bogotá tendrá carriles adicionales para tráfico mixto y para buses de TransMilenio; así es el proyecto que mejorará movilidad en corredor,Bogotá11:06 PM,11:06 PM,https://www.eltiempo.com/buscar/bogota/calle-80-de-bogota-tendra-carriles-adicional-y-exclusivo-para-buses-de-transmilenio-asi-es-el-proyecto-3505945,paro docentes,2025-11-04 23:29:15
El Tiempo,'Las ciudades deben comprender realmente cuál será el impacto del cambio climático': Banco Mundial en el Día Mundial de Ciudades,Bogotá11:04 PM,11:04 PM,https://www.eltiempo.com/buscar/bogota/las-ciudades-deben-comprender-realmente-cual-sera-el-impacto-del-cambio-climatico-banco-mundial-en-el-dia-mundial-de-ciudades-3505023,paro docentes,2025-11-04 23:29:15
El Tiempo,Vagones del metro de Bogotá sufrieron accidente en China y fueron devueltos a la fábrica,Bogotá11:03 PM,11:03 PM,https://www.eltiempo.com/buscar/bogota/metro-de-bogota-vagones-del-metro-sufrieron-accidente-en-china-3505846,paro docentes,2025-11-04 23:29:15
El Tiempo,"Se conocen detalles de la ruta que hizo el señalado de ejecutar el asesinato contra el alcalde Carlos Manzo de Michoacán, en México",Latinoamérica11:02 PM,11:02 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/se-conocen-detalles-de-la-ruta-que-hizo-el-senalado-de-ejecutar-el-asesinato-contra-el-alcalde-carlos-manzo-de-michoacan-en-mexico-3506047,paro docentes,2025-11-04 23:29:15
El Tiempo,¿Con qué armas y tropas cuenta Venezuela para defenderse de Estados Unidos en caso de una posible invasión? / Análisis de Mauricio Vargas,EEUU11:00 PM,11:00 PM,https://www.eltiempo.com/buscar/mundo/eeuu-y-canada/con-que-armas-y-tropas-cuenta-venezuela-para-defenderse-de-estados-unidos-en-caso-de-una-posible-invasion-3506001,paro docentes,2025-11-04 23:29:15
El Tiempo,"Costa Rica, un destino donde el turismo de bienestar se convierte en modelo sostenible para el mundo: claves para conocer sus experiencias verdes",Latinoamérica11:00 PM,11:00 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/costa-rica-un-destino-donde-el-turismo-de-bienestar-se-convierte-en-modelo-sostenible-para-el-mundo-claves-para-conocer-sus-experiencias-verdes-3505948,paro docentes,2025-11-04 23:29:15
El Tiempo,A este hombre una varilla de metal se le clavó en el cerebro y cambió radicalmente su personalidad durante 12 años,Gente11:00 PM,11:00 PM,https://www.eltiempo.com/buscar/cultura/gente/a-este-hombre-una-varilla-de-metal-se-le-clavo-en-el-cerebro-y-cambio-radicalmente-su-personalidad-durante-12-anos-3505967,paro docentes,2025-11-04 23:29:15
El Tiempo,¿Por qué amar puede doler… y aun así valer la pena? La nueva reflexión de Píldoras del Alma,Gente11:00 PM,11:00 PM,https://www.eltiempo.com/buscar/cultura/gente/por-que-amar-puede-doler-y-aun-asi-valer-la-pena-la-nueva-reflexion-de-pildoras-del-alma-3505914,paro docentes,2025-11-04 23:29:15
El Tiempo,Carlos Caicedo habla de su candidatura presidencial: ‘No hemos recibido aún una llamada ni una invitación formal para el frente amplio’,Política11:00 PM,11:00 PM,https://www.eltiempo.com/buscar/politica/carlos-caicedo-no-hemos-recibido-aun-una-llamada-ni-una-invitacion-formal-para-el-frente-amplio-3505918,paro docentes,2025-11-04 23:29:15
El Tiempo,Alejandro Gaviria renuncia a la lista del Senado y ya habría reemplazo tras veto del exministro de Educación,Partidos Políticos10:58 PM,10:58 PM,https://www.eltiempo.com/buscar/politica/partidos-politicos/alejandro-gaviria-renuncia-a-la-lista-del-senado-y-ya-habria-reemplazo-tras-veto-del-exministro-de-educacion-3506040,paro docentes,2025-11-04 23:29:15
El Tiempo,"Así se distribuiría el dinero de Bogotá para 2026: 40,4 billones de pesos serían para financiar proyectos, invertir y saldar deudas",Bogotá10:58 PM,10:58 PM,https://www.eltiempo.com/buscar/bogota/asi-se-distribuiria-el-dinero-de-bogota-para-2026-40-4-billones-de-pesos-serian-para-financiar-proyectos-invertir-y-saldar-deudas-3505865,paro docentes,2025-11-04 23:29:15
El Tiempo,El increíble dato estadístico al que llegó Luis Díaz: nunca antes visto en la historia de la Champions League,Fútbol Internacional10:54 PM,10:54 PM,https://www.eltiempo.com/buscar/deportes/futbol-internacional/el-increible-dato-estadistico-al-que-llego-luis-diaz-nunca-antes-visto-en-la-champions-league-3506046,paro docentes,2025-11-04 23:29:15
El Tiempo,"'Reunion in the heart of the world': celebrations for Santa Marta's 500th anniversary continue in November, including a call for peace and forgiveness",Latinoamérica10:51 PM,10:51 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/reunion-in-the-heart-of-the-world-celebrations-for-santa-marta-s-500th-anniversary-continue-in-november-including-a-call-for-peace-and-forgiveness-3505943,paro docentes,2025-11-04 23:29:15
El Tiempo,"El común síntoma que podría confundirse con gripa y que puede ser señal de un cáncer: 'Si dura más de tres semanas, consulte al médico'",Salud11:28 PM,11:28 PM,https://www.eltiempo.com/buscar/salud/el-comun-sintoma-que-podria-confundirse-con-gripa-y-que-puede-ser-senal-de-un-cancer-si-la-tos-dura-mas-de-tres-semana-consulte-al-medico-3505976,paro maestros,2025-11-04 23:29:21
El Tiempo,El demócrata Zohran Mamdani gana las elecciones a la Alcaldía de Nueva York,EEUU11:24 PM,11:24 PM,https://www.eltiempo.com/buscar/mundo/eeuu-y-canada/el-democrata-zohran-mamdan-gana-las-elecciones-a-la-alcaldia-de-nueva-york-segun-proyecciones-3506044,paro maestros,2025-11-04 23:29:21
El Tiempo,"Lotería de Cundinamarca y Lotería del Tolima, resultados del martes 4 de noviembre: números ganadores del premio mayor",Finanzas Personales11:22 PM,11:22 PM,https://www.eltiempo.com/buscar/economia/finanzas-personales/loteria-de-cundinamarca-y-loteria-del-tolima-resultados-del-martes-4-de-noviembre-numeros-ganadores-del-premio-mayor-3506039,paro maestros,2025-11-04 23:29:21
El Tiempo,Santa Marta opens a new chapter in relations between Latin America and the European Union,Latinoamérica10:50 PM,10:50 PM,https://www.eltiempo.com/buscar/mundo/latinoamerica/santa-marta-opens-a-new-chapter-in-relations-between-latin-america-and-the-european-union-3505932,huelga de profesores,2025-11-04 23:29:46
El Tiempo,"Video | El cruce entre Iván Cepeda y Jota Pe Hernández en el Congreso por unas fotos con Jesús Santrich, Iván Márquez, Raúl Reyes y Hugo Chávez",Política10:49 PM,10:49 PM,https://www.eltiempo.com/buscar/politica/asi-fue-el-cruce-entre-ivan-cepeda-y-jota-pe-hernandez-en-el-congreso-por-unas-fotos-3506045,huelga de profesores,2025-11-04 23:29:46
El Tiempo,Los partidazos que se perderá Luis Díaz por su expulsión contra el PSG en la Liga de Campeones,Fútbol Internacional10:44 PM,10:44 PM,https://www.eltiempo.com/buscar/deportes/futbol-internacional/los-partidazos-que-se-perdera-luis-diaz-por-su-expulsion-contra-el-psg-en-la-liga-de-campeones-3506014,huelga de profesores,2025-11-04 23:29:46
El Tiempo,"Nicolás Maduro, líder del régimen de Venezuela, se comparó con Taylor Swift, Karol G y Bad Bunny: 'Soy más famoso'",Venezuela10:36 PM,10:36 PM,https://www.eltiempo.com/buscar/mundo/venezuela/nicolas-maduro-lider-del-regimen-de-venezuela-se-comparo-con-taylor-swift-karol-g-y-bad-bunny-soy-mas-famoso-3506042,huelga de profesores,2025-11-04 23:29:46
El Tiempo,Cantante de salsa vivió momentos de pánico durante accidente de tránsito tras salir de un concierto: ‘Me recordó que la vida es un regalo’,Gente10:28 PM,10:28 PM,https://www.eltiempo.com/buscar/cultura/gente/cantante-de-salsa-vivio-momentos-de-panico-durante-accidente-de-transito-tras-salir-de-un-concierto-me-recordo-que-la-vida-es-un-regalo-3506043,huelga de profesores,2025-11-04 23:29:46
El Tiempo,El CCOES de las Fuerzas Militares cumple 16 años con 47 operaciones contra estructuras armadas ilegales en 2025,Conflicto y Narcotráfico10:17 PM,10:17 PM,https://www.eltiempo.com/buscar/justicia/conflicto-y-narcotrafico/el-ccoes-de-las-fuerzas-militares-cumple-16-anos-con-47-operaciones-contra-estructuras-armadas-ilegales-en-2025-3505989,huelga de profesores,2025-11-04 23:29:46
El Tiempo,"Desde 2022, los grupos armados sumaron 10.000 nuevos integrantes: así fue el comportamiento año tras año",Conflicto y Narcotráfico10:13 PM,10:13 PM,https://www.eltiempo.com/buscar/justicia/conflicto-y-narcotrafico/desde-2022-los-grupos-armados-sumaron-10-000-nuevos-integrantes-asi-fue-el-comportamiento-ano-tras-ano-3505944,huelga de profesores,2025-11-04 23:29:46
El Tiempo,Las declaraciones en las que Nicolás Petro admitió su responsabilidad no serán tenidas en cuenta en el juicio,Delitos10:10 PM,10:10 PM,https://www.eltiempo.com/buscar/justicia/delitos/declaraciones-en-las-que-nicolas-petro-admitio-su-responsabilidad-no-seran-tenidas-en-cuenta-en-el-juicio-3505968,huelga de profesores,2025-11-04 23:29:46
El Tiempo,"Descubrí que mi esposa me engañó tres veces…, pero no puedo odiarla",Gente11:29 PM,11:29 PM,https://www.eltiempo.com/buscar/cultura/gente/descubri-que-mi-esposa-me-engano-tres-veces-pero-no-puedo-odiarla-3505985,protesta docente 2023,2025-11-04 23:29:51
Portafolio,Prima de fin de año: esto es lo que recibiría en diciembre si gana un salario mínimo,Finanzas04:57 PM,04:57 PM,https://www.portafolio.co/buscar?q=/economia/finanzas/prima-de-fin-de-ano-esto-es-lo-que-recibiria-en-diciembre-si-gana-un-salario-minimo-482650,paro docentes,2025-11-04 23:31:35
Portafolio,Gobierno de EE. UU. será accionista de 'startup' que se enfoca en transformar tierras raras,Empresas3  noviembre de 2025,3  noviembre de 2025,https://www.portafolio.co/buscar?q=/negocios/empresas/gobierno-de-ee-uu-sera-accionista-de-startup-que-se-enfoca-en-transformar-tierras-raras-482602,paro docentes,2025-11-04 23:31:35
Portafolio,Nasa lanzará misión a Marte con instrumentos diseñados por una universidad de Florida,Internacional3  noviembre de 2025,3  noviembre de 2025,https://www.portafolio.co/buscar?q=/internacional/nasa-lanzara-mision-a-marte-con-instrumentos-disenados-por-una-universidad-de-florida-482584,paro docentes,2025-11-04 23:31:35
Portafolio,Proyecto de nuevo régimen aduanero aumentaría la incertidumbre para los empresarios,Impuestos3  noviembre de 2025,3  noviembre de 2025,https://www.portafolio.co/buscar?q=/economia/impuestos/proyecto-de-nuevo-regimen-aduanero-aumentaria-la-incertidumbre-para-los-empresarios-482485,paro docentes,2025-11-04 23:31:35
Portafolio,La empresa Nvidia sube en Wall Street pese al veto de Trump a sus ventas en China,Tecnología3  noviembre de 2025,3  noviembre de 2025,https://www.portafolio.co/buscar?q=/tecnologia/nvidia-sube-en-wall-street-pese-al-veto-de-trump-a-sus-ventas-en-china-482582,paro docentes,2025-11-04 23:31:35
Portafolio,Anótelo: cómo evitar el fraude al transferir por medio de un código QR,Ahorro2  noviembre de 2025,2  noviembre de 2025,https://www.portafolio.co/buscar?q=/-643204,paro docentes,2025-11-04 23:31:35
Portafolio,"Con reforma laboral, puede pedir gratis atención psicológica a su ARL: cómo hacerlo",Sociales1  noviembre de 2025,1  noviembre de 2025,https://www.portafolio.co/buscar?q=/-643215,paro docentes,2025-11-04 23:31:35
Portafolio,"La inversión extranjera directa en minas y canteras cayó 31%, el primer semestre",Industrias1  noviembre de 2025,1  noviembre de 2025,https://www.portafolio.co/buscar?q=/negocios/industrias/la-inversion-extranjera-directa-en-minas-y-canteras-cayo-31-el-primer-semestre-482511,paro docentes,2025-11-04 23:31:35
Portafolio,CCS hizo un llamado a las empresas a incluir a toda su cadena de valor en la gestión de riesgos,Más Contenido31  octubre de 2025,31  octubre de 2025,https://www.portafolio.co/buscar?q=/mas-contenido/ccs-hizo-un-llamado-a-las-empresas-a-incluir-a-toda-su-cadena-de-valor-en-la-gestion-de-riesgos-482457,paro docentes,2025-11-04 23:31:35
Portafolio,"El Monedero: inflación de alimentos vs. su bolsillo, en el caso del arroz o el huevo",Finanzas29  octubre de 2025,29  octubre de 2025,https://www.portafolio.co/buscar?q=/economia/finanzas/el-monedero-inflacion-de-alimentos-vs-su-bolsillo-el-caso-del-arroz-carne-y-huevo-643259,paro docentes,2025-11-04 23:31:35
Portafolio,Womenize Latam llega al Caribe para impulsar el liderazgo femenino en tecnología,Emprendimiento29  octubre de 2025,29  octubre de 2025,https://www.portafolio.co/buscar?q=/emprendimiento/womenize-latam-llega-al-caribe-para-impulsar-el-liderazgo-femenino-en-tecnologia-643240,paro docentes,2025-11-04 23:31:35
Portafolio,"Club El Nogal revisará despidos de forma individual, tras mesas con Mintrabajo",Empresas28  octubre de 2025,28  octubre de 2025,https://www.portafolio.co/buscar?q=/negocios/empresas/club-el-nogal-revisara-despidos-de-forma-individual-tras-mesas-con-mintrabajo-643206,paro docentes,2025-11-04 23:31:35
Portafolio,"Huracán Melissa deja sus primeros estragos, tras su llegada a Jamaica",Internacional28  octubre de 2025,28  octubre de 2025,https://www.portafolio.co/buscar?q=/internacional/huracan-melissa-deja-sus-primeros-estragos-tras-su-llegada-a-jamaica-643189,paro docentes,2025-11-04 23:31:35
