titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
Aducesar apoyaría paro nacional de educadores aprobada por Fecode,El Pilón,2025-11-01,https://www.elpilon.com.co/general/aducesar-apoyaria-paro-nacional-de-educadores-aprobada-por-fecode&ved=2ahUKEwjSjuSU9dmQAxVA6skDHTyxLr4QxfQBegQIBxAC&usg=AOvVaw2ORgVT2igXN7K6n9Cljej1,True,True,False,True,,"['FECODE', 'Aducesar']",Apoyo a demandas del sector educativo a nivel nacional.,,"Se trata de un paro nacional indefinido del sector educativo, lo que implica la suspensión de clases programadas.",Aducesar apoya el paro nacional indefinido de educadores convocado por Fecode.,2023-10-10,paro docente,"Colombia, Cesar","Directivos de la Asociación de Educadores del Cesar, Aducesar manifestaron su posible apoyo al paro nacional indefinido del sector educativo el 10 de...",magisterio colombiano paro 2013,2025-11-05 02:01:14,FECODE
"Por pobre asistencia de manifestantes en dos días de paro, recuerdan en redes frase de Juan Manuel Santos: “Ese tal paro no existe”",Infobae,2025-11-05,https://www.infobae.com/colombia/2025/05/29/por-ausencia-de-manifestantes-en-dos-dias-de-paro-recuerdan-a-juan-manuel-santos-ese-tal-paro-no-existe/&ved=2ahUKEwjSjuSU9dmQAxVA6skDHTyxLr4QxfQBegQIBBAC&usg=AOvVaw3pRAU4me4WXj_ZtDFwYCtU,True,True,True,True,2.0,[],Demandas relacionadas con reformas sociales impulsadas por el Gobierno y el respaldo del sector educativo a estas iniciativas.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas debido a las movilizaciones y bloqueos que afectaron el sistema de transporte público y el desplazamiento de estudiantes.,"El 28 y 29 de mayo de 2025 se llevó a cabo un paro nacional con movilizaciones en varias ciudades, incluyendo Bogotá, afectando el transporte y la asistencia a clases.",2025-05-28,paro docente,"Colombia, Bogotá",Usuarios de las redes sociales no dejaron pasar de agache la baja afluencia de personas a paro nacional y manifestaciones en todas las ciudades.,magisterio colombiano paro 2013,2025-11-05 02:01:14,Infobae
Centrales obreras respaldaron el paro de Fecode y se sumarán a las manifestaciones,Infobae,2025-11-16,https://www.infobae.com/colombia/2024/06/11/centrales-obreras-respaldan-el-paro-de-fecode-y-se-sumaran-a-las-manifestaciones/&ved=2ahUKEwjSjuSU9dmQAxVA6skDHTyxLr4QxfQBegQICRAC&usg=AOvVaw1dE6fCSO8nKtQCtcWWX5Nj,True,True,True,True,,"['FECODE', 'CUT']",Oposición al proyecto de ley de educación que consideran perjudicial para el derecho a la educación y que promueve la privatización.,,"Se trata de un paro docente verdadero ya que se anunció un paro indefinido por parte de Fecode, lo que implica la suspensión de clases programadas.","Fecode anuncia un paro indefinido en contra de un proyecto de ley de educación, respaldado por la CUT.",2024-06-12,paro docente,"Colombia, nacional",Se tienen previstas varias manifestaciones para el próximo 12 de junio para protestar por el proyecto de ley estatutaria de la educación que avanza en el...,magisterio colombiano paro 2013,2025-11-05 02:01:14,Infobae
Esta es la situación jurídica de los maestros que están en paro laboral,Soy502,2025-11-03,https://www.soy502.com/articulo/situacion-juridica-maestros-estan-paro-laboral-101772&ved=2ahUKEwjjj6uW9dmQAxXC5MkDHVksMOgQxfQBegQIChAC&usg=AOvVaw3f7R-jH_DWkeouPGuo9Bfk,True,True,False,True,,[],Negociación de un pacto colectivo entre maestros y autoridades del Ejecutivo.,,Se trata de un paro docente verdadero debido a la suspensión de clases programadas mientras se negocia un pacto colectivo.,Los maestros están en paro laboral por un pacto colectivo en negociación.,2023-10-01,paro docente,Colombia,"Maestros y autoridades del Ejecutivo se han enfrentado en escenarios judiciales, debido a un pacto colectivo en negociación.OTRAS NOTICIAS: Altercado entre...",ministerio educación paro maestros 2013,2025-11-05 02:01:17,noticia no especificada
Mineduc suspende sanciones contra maestros que están en paro laboral,Soy502,2025-11-03,https://www.soy502.com/articulo/mineduc-suspende-sanciones-contra-maestros-estan-paro-101902&ved=2ahUKEwjjj6uW9dmQAxXC5MkDHVksMOgQxfQBegQIBBAC&usg=AOvVaw03zJMFpVmH5k7mKkq4Wxq6,True,True,False,True,,[],"Los maestros están en paro laboral, lo que ha llevado a la suspensión de sanciones contra ellos.",,"Se trata de un paro laboral de maestros, lo que implica la suspensión de clases programadas.",Los maestros están en paro laboral y se suspenden las sanciones contra ellos.,2023-10-01,paro docente,Colombia,"Las medidas sancionatorias contra maestros en paro, que incluyen descuentos salariales, habrían quedado en suspenso.",ministerio educación paro maestros 2013,2025-11-05 02:01:17,Mineduc
Cataldo se desmarca de críticas de Mario Aguilar a Contraloría por descuentos a docentes en paro,BioBioChile,2025-11-04,https://www.biobiochile.cl/noticias/nacional/chile/2025/06/09/cataldo-se-desmarca-de-criticas-de-mario-aguilar-a-contraloria-por-descuentos-a-docentes-en-paro.shtml&ved=2ahUKEwjjj6uW9dmQAxXC5MkDHVksMOgQxfQBegQIBxAC&usg=AOvVaw1RaYq7QXLT3c68JhLq9f1z,True,True,False,True,,['Colegio de Profesores'],Descuentos salariales a docentes en paro.,,"Se menciona que hay descuentos a docentes en paro, lo que indica que hubo suspensión de clases.",El ministro de Educación responde a críticas sobre descuentos a docentes en paro.,2023-10-01,paro docente,Colombia,"El ministro de Educación, Nicolás Cataldo, se desmarcó de las críticas del Colegio de Profesores a Contraloría por los descuentos...",ministerio educación paro maestros 2013,2025-11-05 02:01:17,Ministerio de Educación
Aducesar apoyaría paro nacional de educadores aprobada por Fecode,El Pilón,2025-11-01,https://www.elpilon.com.co/general/aducesar-apoyaria-paro-nacional-de-educadores-aprobada-por-fecode&ved=2ahUKEwi4p9OX9dmQAxWY1ckDHQXAAX4QxfQBegQIAhAC&usg=AOvVaw01gm3pqpCbBt28_yoimw1e,True,True,False,True,,"['FECODE', 'Aducesar']",Apoyo a demandas del sector educativo a nivel nacional.,,"Se trata de un paro nacional indefinido del sector educativo, lo que implica la suspensión de clases programadas.",Aducesar apoya el paro nacional de educadores convocado por Fecode.,2023-10-10,paro docente,"Colombia, Cesar","Directivos de la Asociación de Educadores del Cesar, Aducesar manifestaron su posible apoyo al paro nacional indefinido del sector educativo el 10 de...",paro educativo nacional Colombia 2013,2025-11-05 02:01:20,FECODE
"Por pobre asistencia de manifestantes en dos días de paro, recuerdan en redes frase de Juan Manuel Santos: “Ese tal paro no existe”",Infobae,2025-11-05,https://www.infobae.com/colombia/2025/05/29/por-ausencia-de-manifestantes-en-dos-dias-de-paro-recuerdan-a-juan-manuel-santos-ese-tal-paro-no-existe/&ved=2ahUKEwi4p9OX9dmQAxWY1ckDHQXAAX4QxfQBegQIChAC&usg=AOvVaw1Qe66ykc8Fd0F_5p9Fp9Q6,True,True,True,True,2.0,[],Demandas relacionadas con reformas sociales impulsadas por el Gobierno.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas debido a las movilizaciones y bloqueos que afectaron el sistema de transporte público.,"El 28 y 29 de mayo de 2025 se llevó a cabo un paro nacional con movilizaciones en varias ciudades, incluyendo Bogotá, afectando el transporte público.",2025-05-28,paro nacional,"Colombia, Bogotá",Usuarios de las redes sociales no dejaron pasar de agache la baja afluencia de personas a paro nacional y manifestaciones en todas las ciudades.,paro educativo nacional Colombia 2013,2025-11-05 02:01:20,Infobae
"12, 13 y 14 de agosto: Paro Nacional de 72 horas en las Universidades Nacionales",CTA Autónoma,2025-11-14,https://ctaa.org.ar/12-13-y-14-de-agosto-paro-nacional-de-72-horas-en-las-universidades-nacionales/&ved=2ahUKEwi4p9OX9dmQAxWY1ckDHQXAAX4QxfQBegQIBRAC&usg=AOvVaw2lsh8CiyllBxrE1l9PwEUQ,True,True,False,True,3.0,"['Frente Sindical de Universidades Nacionales', 'CONADU Histórica']",Demandan condiciones adecuadas para el inicio del segundo cuatrimestre.,,"Se trata de un paro docente verdadero ya que se menciona el no inicio del segundo cuatrimestre, lo que implica suspensión de clases.",Paro Nacional de 72 horas en las Universidades Nacionales por el no inicio del segundo cuatrimestre.,2023-08-12,paro docente,"Colombia, Universidades Nacionales","Junto al Frente Sindical de Universidades Nacionales, CONADU Histórica definió el no inicio del segundo cuatrimestre. Facebook. Twitter. WhatsApp. Telegram.",paro educativo nacional Colombia 2013,2025-11-05 02:01:20,CONADU Histórica
Mineduc define ruta para recuperar tiempo perdido en escuelas tras huelga docente,Soy502,2025-11-03,https://www.soy502.com/articulo/mineduc-estrategia-recuperacion-tras-huelga-docente-102052&ved=2ahUKEwiv25GZ9dmQAxV_GtAFHRvMHRQQxfQBegQICRAC&usg=AOvVaw0L5qd9ZeZE_7tsMyYn-vj1,True,True,False,True,,['STEG'],Recuperar tiempo perdido en la enseñanza debido a la huelga.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas debido a la huelga magisterial.,Se define una ruta para recuperar el tiempo perdido en escuelas tras la huelga docente.,2023-10-01,huelga,Colombia,Tutores apoyados por voluntarios serán los encargados de enseñar los contenidos atrasados por la huelga magisterial.OTRAS NOTAS: CC ordena al STEG suspender...,suspensión de clases por paro docente 2013,2025-11-05 02:01:23,Mineduc
"Educadores definirán la próxima semana la ""hora cero"" de ...",Google (SerpAPI),2013-08-14,https://caracol.com.co/radio/2013/08/15/nacional/1376519340_951213.html,True,True,False,True,,"['FECODE', 'CUT']","Deudas con los educadores desde 2007, déficit en el fondo de prestaciones y conflictos generados por un decreto del gobierno.",88000000000,"Se menciona que se convocará un paro nacional indefinido por parte de los educadores, lo que implica la suspensión de clases programadas.",Educadores convocan a un paro nacional indefinido debido a deudas y conflictos con el gobierno.,2013-08-23,paro docente,Colombia,"Educadores definirán la próxima semana la ""hora cero"" de un paro del sector. La decisión será tomada en la junta nacional, citada por el magisterio para el 23 ...",(paro docente OR paro maestros OR huelga profesores OR FECODE OR ADE) Colombia 2013,2025-11-05 02:01:33,Caracol Radio
Ministra de Educación asegura que ha cumplido pacto con ...,Google (SerpAPI),2020-03-20,https://www.elespectador.com/politica/ministra-de-educacion-asegura-que-ha-cumplido-pacto-con-profesores-article-441807/,True,True,False,True,,['FECODE'],"Dificultades en la defensa de la educación pública, incumplimiento de acuerdos, y problemas de seguridad para los educadores.",,"Se menciona que Fecode iría a un cese de actividades, lo que implica suspensión de clases programadas. Este viernes se daría la hora cero para iniciar el paro.",Fecode anuncia un paro docente debido a incumplimientos del gobierno y problemas de seguridad para los maestros.,2013-08-23,paro docente,Colombia,Ministra de Educación asegura que ha cumplido pacto con profesores. María Fernanda Campo dijo que el 100% de lo acordado en mayo se ha ejecutado. El Espectador.,(paro docente OR paro maestros OR huelga profesores OR FECODE OR ADE) Colombia 2013,2025-11-05 02:01:35,EL ESPECTADOR
Prima de servicios para maestros oficiales,Google (SerpAPI),2013-05-16,https://www.eltiempo.com/archivo/documento/cms-12804486,True,True,False,True,,['FECODE'],Demandan la discusión de varios puntos del pliego de peticiones que aún no han sido resueltos.,480000000000,"Los docentes oficiales han anunciado la posibilidad de un paro indefinido debido a que aún faltan varios puntos del pliego por discutir, a pesar de un acuerdo sobre la prima de servicios.","Docentes oficiales podrían ir a un paro indefinido si no se resuelven varios puntos de su pliego de peticiones, a pesar de un acuerdo sobre la prima de servicios.",2013-05-23,paro docente,Colombia,$ 480.000 millones costaría prima para maestros oficiales. Acuerdo entre Fecode y Gobierno aún no desactiva paro. Jornada laboral será de 30 horas semanales.,(paro docente OR paro maestros OR huelga profesores OR FECODE OR ADE) Colombia 2013,2025-11-05 02:01:39,EL TIEMPO
La Educación Distrital: Una realidad que incomoda,Google (SerpAPI),2013-06-05,https://cpepenlucha.org/2013/05/06/la-educacion-distrital-una-realidad-que-incomoda/,True,True,True,True,7.0,[],"Problemas de infraestructura, falta de recursos económicos y vulneración de derechos laborales.",132000000,Se considera un paro docente verdadero porque hubo suspensión de clases en el Colegio Distrital Juan Evangelista Gómez debido a la toma de las instalaciones por parte de los estudiantes.,"Estudiantes del Colegio Distrital Juan Evangelista Gómez tomaron las instalaciones, lo que resultó en un paro de una semana por problemas de infraestructura y recursos.",2023-03-12,paro docente,"Colombia, Bogotá, San Cristóbal",La temporada escolar del 2013 para los colegios distritales comenzó de manera agitada. Desde marzo hasta la fecha las estudiantes de por lo menos 6 ...,(paro educativo OR suspensión clases) Bogotá 2013,2025-11-05 02:01:45,Coordinadora de Procesos de Educación Popular - EN LUCHA
"Facatativá amanece con toque de queda, tras asonada",Google (SerpAPI),2013-08-27,https://www.eltiempo.com/archivo/documento/cms-13021703,True,True,False,True,,[],"Demandas de los transportadores y campesinos, así como la violencia en el municipio.",,Se suspendieron las clases en los colegios debido a la violencia y el toque de queda decretado por la alcaldía de Facatativá.,Facatativá vivió una jornada violenta que llevó a la suspensión de clases y al toque de queda.,2013-08-27,paro docente,"Colombia, Facatativá","La alcaldía también ordenó la suspensión de las clases en los colegios. Piedras, pedazos de ladrillos y vidrios rotos se veían en muchas de las calles de ...",(paro educativo OR suspensión clases) Bogotá 2013,2025-11-05 02:01:51,EL TIEMPO
T-423 de 2013,Google (SerpAPI),,https://www.corteconstitucional.gov.co/relatoria/2013/t-423-13.htm,True,True,False,True,,[],Los estudiantes reclamaban por los malos manejos de la universidad que afectaban la calidad de la educación.,,Se considera un paro docente verdadero porque hubo suspensión de clases programadas debido a la asamblea permanente de los estudiantes y la inasistencia de los profesores.,"Estudiantes de la Universidad del Pacífico entraron en asamblea permanente, lo que llevó a la cancelación del semestre académico.",2012-10-30,paro docente,"Colombia, Universidad del Pacífico","Señalan los estudiantes que en septiembre fueron llamados por el rector de la universidad para que reiniciaran las clases, lo cual no fue posible debido a que ...",(paro educativo OR suspensión clases) Bogotá 2013,2025-11-05 02:01:52,Sentencia T-423/13
Paro agrario: marchas y bloqueos en el país,Google (SerpAPI),2013-08-29,https://www.eltiempo.com/archivo/documento/cms-13029762,True,True,False,True,11.0,['SUTEV'],Los campesinos y docentes exigen mejoras en el servicio de salud y educación gratuita.,,Se suspendieron clases en los colegios del centro de Medellín debido a las marchas relacionadas con el paro agrario.,"Se llevan a cabo marchas en varias ciudades de Colombia en el marco de un paro agrario que ya cumple 11 días, afectando la educación en Medellín.",2013-08-29,paro docente,"Colombia, Medellín",Establecimientos comerciales del centro de Medellín cerraron sus puertas por temor a disturbios en las marchas que se concentrarán en esta zona de la ciudad ...,(paro educativo OR suspensión clases) Bogotá 2013,2025-11-05 02:01:54,EL TIEMPO
fecode,Google (SerpAPI),,https://www.facebook.com/fecode/posts/ayer-20-de-marzo-iniciaron-formalmente-las-sesiones-de-la-comisi%C3%B3n-tripartita-fe/10151380763289930/,True,True,False,True,,['FECODE'],Demandas relacionadas con mejoras salariales y condiciones laborales.,,Se suspendieron las clases programadas debido a la movilización de los docentes.,FECODE inició un paro docente el 20 de marzo por mejoras laborales.,2023-03-20,paro docente,Colombia,"Allí mismo, Fecode le solicitó al Presidente del Senado, Roy Barreras, volver a incluir en su Comisión a los senadores Jorge Guevara y Luis Carlos Avellaneda.",(FECODE protesta OR paro) Colombia 2013,2025-11-05 02:02:01,FECODE
Comunicado de Por Una Salud Digna En Colombia,Google (SerpAPI),2013-08-11,https://cut.org.co/comunicado-de-por-una-salud/,True,True,True,True,,"['FECODE', 'CUT']",Demandan atención a la reforma de salud y derechos de los trabajadores del sector salud.,,"Se menciona que los internos y residentes de Medicina están en cese parcial y total de actividades, lo que implica suspensión de clases.","Los internos y residentes de Medicina están en cese de actividades en varias ciudades, incluyendo Bogotá, como parte de una movilización por la reforma de salud.",2013-11-06,paro docente,"Colombia, Bogotá","Informamos al país que con diferentes sectores se está preparando un gran paro cívico nacional, de no atenderse las necesidades urgentes de la población ...",(FECODE protesta OR paro) Colombia 2013,2025-11-05 02:02:04,Comunicado de Por Una Salud Digna En Colombia - CUT
