titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
"""El paro podría crecer hasta ser de todo el sector público"" : López -",Crónica del Quindio,2025-11-06,https://archivo.cronicadelquindio.com/noticias/region/el-paro-podra-crecer-hasta-ser-de-todo-el-sector-pblico-lpez&ved=2ahUKEwiHps_lqtuQAxVeH0QIHb85BtYQxfQBegQICBAC&usg=AOvVaw0dVaURgvcYJAPOZBOxDlzq,True,True,True,True,3.0,[],Demandas del sector educativo que podrían extenderse al sector público.,,"Se trata de un paro docente verdadero ya que se menciona que se cumple desde hace tres días, lo que implica suspensión de clases.",El Paro Nacional de Educadores en Colombia se lleva a cabo desde hace tres días y podría extenderse al sector público.,2023-10-20,paro docente,"Colombia, nacional","El Paro Nacional de Educadores, que se cumple desde hace tres días en Colombia, podría crecer hasta convertirse en un paro del sector público,...",FECODE paro 2014,2025-11-05 15:33:50,Medio no especificado
Noticia Ibagué: Docentes anuncian paro de 48 horas el próximo lunes,Alerta Tolima,2025-11-02,https://www.alertatolima.com/noticias/tolima/ibague/paro-de-docentes-sera-de-48-horas-partir-del-proximo-lunes-en-ibague&ved=2ahUKEwjz8_3mqtuQAxXrI0QIHcpDJFAQxfQBegQIBRAC&usg=AOvVaw2LLveu_BsovMiNJrVPd0xC,True,True,False,True,2.0,[],Incumplimientos por parte de la administración educativa.,,Se trata de un paro docente verdadero ya que se anuncia un cese de actividades por 48 horas.,Docentes de Ibagué anuncian un paro de 48 horas por incumplimientos administrativos.,2023-10-30,paro docente,"Colombia, Ibagué","El secretario de Educación dialogó con los maestros para evitar el cese de actividades, sin embargo, ellos exponen varios incumplimiento.",huelga de profesores Colombia 2014,2025-11-05 15:33:54,Noticia Ibagué
Docentes en Cali se unen a Paro Nacional de Maestros,Noticiero 90 Minutos,2048-11-05,https://90minutos.co/colombia/docentes-en-cali-se-unen-a-paro-nacional-de-maestros/&ved=2ahUKEwiordvsqtuQAxUxJ0QIHa_UNiAQxfQBegQIBxAC&usg=AOvVaw0cSDdY0Aq4f9-b3dFKYiNt,True,True,False,True,,[],Demandas relacionadas con mejoras salariales y condiciones laborales.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas en Cali para unirse al Paro Nacional de Maestros.,Docentes de Cali suspenden clases para unirse al Paro Nacional de Maestros.,2023-10-01,paro docente,"Colombia, Cali",Los docentes de los colegios públicos en Cali suspendieron las clases para unirse al Paro Nacional de Maestros junto a otros 300 mil docentes de todo el...,magisterio colombiano paro 2014,2025-11-05 15:34:06,Medio oficial no especificado
"14 de octubre, paro nacional y movilización docente",El Sureño,2025-11-03,https://www.surenio.com.ar/14-de-octubre-paro-nacional-y-movilizacion-docente/&ved=2ahUKEwjBt8DuqtuQAxXFPkQIHSflNrMQxfQBegQIBBAC&usg=AOvVaw2KE-90GCpZkcfnL6-S3ESp,True,True,False,True,2.0,['Confederación de Trabajadores de la Educación'],Adhesión al paro nacional docente y demandas relacionadas con la educación.,,Se trata de un paro docente verdadero ya que se menciona una jornada de paro de 48 horas con suspensión de clases.,El 14 de octubre inicia un paro nacional docente de 48 horas.,2023-10-14,paro docente,Colombia,Este martes 14/10 primera jornada del paro de 48 hs. con adhesión al paro nacional docente convocado por la Confederación de Trabajadores de la Educación de...,ministerio educación paro maestros 2014,2025-11-05 15:34:10,Confederación de Trabajadores de la Educación
Esta es la situación jurídica de los maestros que están en paro laboral,Soy502,2025-11-03,https://www.soy502.com/articulo/situacion-juridica-maestros-estan-paro-laboral-101772&ved=2ahUKEwjBt8DuqtuQAxXFPkQIHSflNrMQxfQBegQIAhAC&usg=AOvVaw3utkF7aDvWD8o9l9ta_D5y,True,True,False,True,,[],Negociación de un pacto colectivo.,,"Se menciona que los maestros están en paro laboral, lo que implica suspensión de clases.",Los maestros están en paro laboral debido a negociaciones de un pacto colectivo.,2023-10-01,paro docente,Colombia,"Maestros y autoridades del Ejecutivo se han enfrentado en escenarios judiciales, debido a un pacto colectivo en negociación.OTRAS NOTICIAS: Altercado entre...",ministerio educación paro maestros 2014,2025-11-05 15:34:10,noticia no especificada
SUTEP reprograma paro nacional para el 14 de mayo,Radio Onda Azul,2025-11-06,https://radioondaazul.com/sutep-reprograma-paro-nacional-para-el-14-de-mayo/&ved=2ahUKEwjBt8DuqtuQAxXFPkQIHSflNrMQxfQBegQIAxAC&usg=AOvVaw34tlozel2XnGlriQH8UyXk,True,True,False,True,,['SUTEP'],Derechos laborales y mayor inversión educativa.,,"Se trata de un paro nacional programado por gremios docentes, lo que implica la suspensión de clases.","El SUTEP ha reprogramado un paro nacional para el 14 de mayo, exigiendo derechos laborales y más inversión en educación.",2024-05-14,paro docente,Colombia,Gremios docentes se movilizan por derechos laborales y mayor inversión educativa.,ministerio educación paro maestros 2014,2025-11-05 15:34:10,SUTEP
Paro de trabajadores de la educación: vigilantes impedirán entrada a colegios y universidades,Red+ Noticias,2025-11-17,https://redmas.com.co/colombia/Paro-de-trabajadores-de-la-educacion-vigilantes-impediran-entrada-a-colegios-y-universidades-20240514-0050.html&ved=2ahUKEwjBt8DuqtuQAxXFPkQIHSflNrMQxfQBegQICRAC&usg=AOvVaw3nR7_4z1UwEBHnK_uME1P7,True,True,False,True,,[],Demandan mejoras en las condiciones laborales y la defensa de los derechos de los trabajadores de la educación.,,Se trata de un paro indefinido que implica la suspensión de clases programadas en colegios y universidades.,Los trabajadores de la educación inician un paro indefinido que afectará la entrada a colegios y universidades.,2023-10-05,paro docente,Colombia,Trabajadores del sector educativo entrarán a paro indefinido y explican los alcances que esta jornada tendrá en estudiantes y docentes.,ministerio educación paro maestros 2014,2025-11-05 15:34:10,Medio de comunicación no especificado
Paro docente a nivel nacional para pedir por una nueva ley de Financiamiento Educativo: cuándo es,MinutoUno,2025-11-03,https://www.minutouno.com/politica/paro-docente-nivel-nacional-pedir-una-nueva-ley-financiamiento-educativo-cuando-es-n6201386&ved=2ahUKEwjPosDwqtuQAxUoE0QIHYRbDmQQxfQBegQIBBAC&usg=AOvVaw1I_fFvAuVo16c5TSgmTM88,True,True,False,True,,[],Demandan una nueva ley de Financiamiento Educativo.,,"Se trata de un paro docente verdadero ya que se menciona que es una medida de fuerza a nivel nacional que involucra a docentes de todo el país, lo que implica suspensión de clases.",Paro docente a nivel nacional para exigir una nueva ley de Financiamiento Educativo.,2023-10-01,paro docente,Colombia,La medida de fuerza había sido anunciada a principios de octubre como el paso final de un plan de lucha que involucró a docentes de todo el país.,paro educativo nacional Colombia 2014,2025-11-05 15:34:15,Medio no especificado
14 de octubre – Paro nacional docente,UnTER,2025-11-04,https://www.unter.org.ar/2025/10/09/14-de-octubre-paro-nacional-docente/&ved=2ahUKEwjPosDwqtuQAxUoE0QIHYRbDmQQxfQBegQIChAC&usg=AOvVaw1hsIcwjgkEJAW_0KFMH2VN,True,True,False,True,,[],Reclamo por una nueva Ley de Financiamiento Educativo.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas en todo el país.,El 14 de octubre se realizó un paro nacional docente en protesta por la falta de financiamiento educativo.,2023-10-14,paro docente,"Colombia, nacional",El martes 14 de octubre lxs docentes de todo el país paramos para reclamar al gobierno de Javier Milei: Una nueva Ley de Financiamiento Educativo.,paro educativo nacional Colombia 2014,2025-11-05 15:34:15,No especificado
Ctera anunció paro nacional docente para el 14 de octubre y jornada de protesta este miércoles,RufinoWeb,2025-11-01,https://rufinoweb.com.ar/ctera-anuncio-paro-nacional-docente-para-el-14-de-octubre-y-jornada-de-protesta-este-miercoles/&ved=2ahUKEwjPosDwqtuQAxUoE0QIHYRbDmQQxfQBegQIBhAC&usg=AOvVaw0DtIJm7HJaNdSWINjGr-Ep,True,True,False,True,,['Ctera'],"Reclaman por la restitución del Fonid, paritarias nacionales y mejores salarios.",,"Se trata de un paro nacional docente anunciado por Ctera, lo que implica la suspensión de clases programadas.","Ctera anunció un paro nacional docente para el 14 de octubre, con una jornada de protesta previa.",2023-10-14,paro docente,Colombia,"Sadop acompañará sin suspensión de clases. Reclaman por la restitución del Fonid, paritarias nacionales y mejores salarios. Publicado. 4 semanas atrás.",paro educativo nacional Colombia 2014,2025-11-05 15:34:15,Ctera
Paro nacional de maestros afectará colegios del Caribe este jueves 30,Alerta Caribe,2025-11-01,https://www.alertacaribe.com/noticias/programese-paro-nacional-de-maestros-afectara-varias-ciudades-de-la-costa-caribe-este-jueves-30-de-octubre&ved=2ahUKEwj57c3yqtuQAxUXEEQIHf_HEhsQxfQBegQIBhAC&usg=AOvVaw2h7EfrbKDOUVgSjOSi9_Ek,True,True,False,True,,[],Demandas relacionadas con mejoras en las condiciones laborales y salariales de los docentes.,,Se trata de un paro nacional de maestros que afectará la programación de clases en colegios de la Costa Caribe.,Paro nacional de maestros afectará clases en la Costa Caribe.,2023-10-30,paro docente,"Colombia, Costa Caribe","Más de 350.000 docentes se unirán al paro nacional de este jueves, afectando clases en colegios de toda la Costa Caribe.",suspensión de clases por paro docente 2014,2025-11-05 15:34:19,noticia no especificada
Ctera anunció paro nacional docente para el 14 de octubre y jornada de protesta este miércoles,RufinoWeb,2025-11-01,https://rufinoweb.com.ar/ctera-anuncio-paro-nacional-docente-para-el-14-de-octubre-y-jornada-de-protesta-este-miercoles/&ved=2ahUKEwj57c3yqtuQAxUXEEQIHf_HEhsQxfQBegQIBBAC&usg=AOvVaw02H6ZVBPMTU1UqCSxatKYr,True,True,False,True,,"['Ctera', 'Sadop']","Reclaman por la restitución del Fonid, paritarias nacionales y mejores salarios.",,"Se trata de un paro nacional docente programado para el 14 de octubre, lo que implica la suspensión de clases.","Ctera anunció un paro nacional docente para el 14 de octubre, con reclamos por mejores condiciones laborales.",2023-10-14,paro docente,"Argentina, nacional","Sadop acompañará sin suspensión de clases. Reclaman por la restitución del Fonid, paritarias nacionales y mejores salarios. Publicado. 4 semanas atrás.",suspensión de clases por paro docente 2014,2025-11-05 15:34:19,Ctera
Suspenden clases presenciales en colegios de Soacha por paro de conductores,Alerta Bogotá,2025-11-01,https://www.alertabogota.com/noticias/local/suspenden-clases-presenciales-en-colegios-de-soacha-por-paro-de-conductores&ved=2ahUKEwj57c3yqtuQAxUXEEQIHf_HEhsQxfQBegQICRAC&usg=AOvVaw3FDv1LtXfNtvN8a17FvQil,True,True,False,True,,[],Paro de conductores que afecta el transporte escolar.,,"Se suspendieron las clases presenciales en colegios de Soacha debido a un paro de conductores, lo que implica una suspensión de actividades educativas.",Se suspendieron clases en Soacha por un paro de conductores.,2023-10-03,paro docente,"Colombia, Soacha","La administración explicó que la decisión se tomó con el fin de proteger a estudiantes, docentes y directivos docentes.",suspensión de clases por paro docente 2014,2025-11-05 15:34:19,Administración local de Soacha
Mineduc define ruta para recuperar tiempo perdido en escuelas tras huelga docente,Soy502,2025-11-03,https://www.soy502.com/articulo/mineduc-estrategia-recuperacion-tras-huelga-docente-102052&ved=2ahUKEwj57c3yqtuQAxUXEEQIHf_HEhsQxfQBegQIARAC&usg=AOvVaw1Ktl9rkN2M3AUgYrdMwFCj,True,True,False,True,,['STEG'],Recuperar el tiempo perdido en las escuelas debido a la huelga.,,Se trata de un paro docente verdadero ya que se menciona una huelga magisterial que ha causado la suspensión de clases.,Se define una ruta para recuperar el tiempo perdido en escuelas tras una huelga docente.,2023-10-01,huelga,Colombia,Tutores apoyados por voluntarios serán los encargados de enseñar los contenidos atrasados por la huelga magisterial.OTRAS NOTAS: CC ordena al STEG suspender...,suspensión de clases por paro docente 2014,2025-11-05 15:34:19,Mineduc
Las protestas de los maestros y la calidad de la educación ...,Google (SerpAPI),2014-05-20,https://www.colectivodeabogados.org/las-protestas-de-los-maestros-y-la-calidad-de-la-educacion-en-colombia/,True,True,False,True,3.0,['FECODE'],"Demandas por mejores salarios, condiciones laborales y atención a los problemas del magisterio.",,"Se realizó un paro nacional de 3 días por parte del magisterio, lo que implica la suspensión de clases programadas.",El magisterio colombiano realizó un paro nacional de 3 días debido a la desatención de sus problemas laborales.,2014-05-13,paro docente,Colombia,"El magisterio, representado por FECODE, la semana pasada realizó un paro nacional de 3 días con el objetivo de presionar al Gobierno y denunciar la ...",(paro docente OR paro maestros OR huelga profesores OR FECODE OR ADE) Colombia 2014,2025-11-05 15:34:25,CAJAR
"Adriana Tono, fuera de tono",Google (SerpAPI),2014-05-16,https://www.las2orillas.co/adriana-tono-fuera-de-tono-y-un-cm-que-perdio-la-letra/,True,True,False,True,,['FECODE'],Mejorar las condiciones de la educación y el reconocimiento del trabajo docente.,,"Se trata de un paro docente verdadero ya que se menciona un paro nacional indefinido de maestros que comenzó el 14 de mayo de 2014, lo que implica la suspensión de clases.","El 14 de mayo de 2014 comenzó un paro nacional indefinido de docentes en Colombia, liderado por FECODE, para exigir mejoras en el sistema educativo.",2014-05-14,paro docente,Colombia,... paro indefinido de docentes que se inició formalmente hoy 14 de mayo de 2014. La Federación Colombiana de Educadores (FECODE) es una organización que ...,(paro docente OR paro maestros OR huelga profesores OR FECODE OR ADE) Colombia 2014,2025-11-05 15:34:33,Las2orillas
gabriel eduardo mendoza martelo,Google (SerpAPI),,https://www.corteconstitucional.gov.co/relatoria/2014/t-541-14.htm,True,True,True,False,2.0,[],Los docentes se oponen al cierre de cursos y a la sustracción de carga académica.,,"Se considera un paro docente verdadero porque se menciona una 'desobediencia civil' programada para el 1° y 2 de octubre, lo que implica la suspensión de clases.",Docentes del Colegio Los Alpes I.E.D. en Bogotá realizarán un paro los días 1 y 2 de octubre en protesta por el cierre de cursos.,2013-10-01,paro docente,"Colombia, Bogotá, Colegio Los Alpes I.E.D.","- Escrito de la Dirección Local de Educación de San Cristóbal, órgano adscrito a la Secretaría de Educación de Bogotá, radicado el 7 de julio de 2014, con sus ...",(paro educativo OR suspensión clases) Bogotá 2014,2025-11-05 15:35:00,Corte Constitucional
Algunas de las actividades realizadas entre el 7 y 25 ...,Google (SerpAPI),,http://www.overdorado.com/2014/05/25/algunas-de-las-actividades-realizadas-entre-el-7-y-25-de-mayo-de-2014/,True,True,False,True,,['FECODE'],Demandas relacionadas con la situación actual del sistema educativo.,,"Se votó el Paro Nacional, lo que indica que habrá suspensión de clases programadas a partir del 14 de mayo de 2014.",Se votó un Paro Nacional que comenzará el 14 de mayo de 2014.,2014-05-14,paro docente,Colombia,"Mayo 12: Se vota el Paro Nacional, a partir del 14 de mayo de 2014. Mayo 13. Reunión de la Junta Nal de FECODE, para valorar lo actuao por parte del CE FECODE.",(FECODE protesta OR paro) Colombia 2014,2025-11-05 15:35:44,FECODE
Paro docente: profesores disidentes pidieron al Gobierno ...,Google (SerpAPI),2014-05-12,https://www.soychile.cl/Santiago/Sociedad/2014/12/05/291665/Pi%C3%B1era%20y%20Caso%20Convenios:%20%22Detr%C3%A1s%20de%20eso%20yo%20creo%20que%20hay%20corrupci%C3%B3n%22,True,True,False,True,,['Magisterio'],Demandan una nueva oferta para la agenda corta del Gobierno.,,"Se trata de un paro docente verdadero ya que se menciona que los profesores disidentes están pidiendo una nueva oferta al Gobierno, lo que implica una suspensión de actividades.",Profesores disidentes realizan un paro docente exigiendo una nueva oferta al Gobierno.,2023-10-01,paro docente,Colombia,"Paro docente: profesores disidentes pidieron al Gobierno una nueva oferta para la agenda corta. El secretario general del Magisterio, Darío Vásquez, aseguró que ...",(magisterio colombiano OR sindicato maestros) paro 2014,2025-11-05 15:36:11,Magisterio
